"Track","RaceNumber","HorsesRunning"
"CT","5","9"
"DED","1","9"
"DED","3","9"
"DED","5","9"
"DED","6","12"
"DED","9","12"
"EVD","1","10"
"EVD","2","10"
"EVD","3","10"
"EVD","4","10"
"EVD","5","10"
"EVD","6","10"
"EVD","7","10"
"EVD","9","10"
"GP","1","9"
"GP","3","9"
"GP","6","10"
"GP","7","10"
"GP","9","10"
"GP","10","16"
"MNR","1","13"
"MNR","5","11"
"MNR","9","13"
"MVR","6","10"
"MVR","7","9"
"MVR","8","9"
"PEN","1","12"
"PEN","2","10"
"PEN","3","12"
"PEN","4","11"
"PEN","5","9"
"PEN","8","9"
"PEN","11","9"
"PRX","3","9"
"PRX","4","9"
"PRX","5","11"
"PRX","10","14"
"RP","2","9"
"RP","5","10"
"RP","8","11"
"RP","9","9"
"TAM","4","9"
"TAM","5","9"
"TAM","6","13"
"TAM","7","10"
"TAM","8","9"
"TAM","9","12"
"TP","1","10"
"TP","2","12"
"TP","3","11"
"TP","4","16"
"TP","5","13"
"TP","6","11"
"TP","7","13"
"TP","8","14"
"ZIA","1","10"
"ZIA","2","12"
"ZIA","3","12"
"ZIA","4","12"
"ZIA","5","9"
"ZIA","6","12"
"ZIA","7","11"
"ZIA","8","9"
"ZIA","9","12"
"ZIA","10","11"
