"Date","TrackID","Raceclass","RaceNumber","HorseName","MorningLine","ProgramNumber","PostPos","Medication","SireName"
"2020-09-04","ALB","MAIDEN CLAIMING($10,000) ","1","Rgr Redline","8-1"," 1 ","1","FTL","Kas for Corona"
"2020-09-04","ALB","MAIDEN CLAIMING($10,000) ","1","Rosies Bolt","8-1"," 2 ","2","FTL","Genuine Strawfly"
"2020-09-04","ALB","MAIDEN CLAIMING($10,000) ","1","Flash a Lil Cash","6-1"," 3 ","3","FTL","First Moonflash"
"2020-09-04","ALB","MAIDEN CLAIMING($10,000) ","1","Hearts Mystic Rime","10-1"," 4 ","4","FTL","Hearts Miracle"
"2020-09-04","ALB","MAIDEN CLAIMING($10,000) ","1","Brimm Effort","12-1"," 6 ","6","FTL","Tf Featured Effort"
"2020-09-04","ALB","MAIDEN CLAIMING($10,000) ","1","Full Tilt Boogy","3-1"," 7 ","7","FTL","Inseperable"
"2020-09-04","ALB","MAIDEN CLAIMING($10,000) ","1","Moon Me First","4-1"," 8 ","8","FTL","First Moonflash"
"2020-09-04","ALB","MAIDEN CLAIMING($10,000) ","1","Kicken Dragon","5-1","10 ","10","FTL","Zulu Dragon"
"2020-09-04","ALB","MAIDEN CLAIMING($10,000) ","1","A S Mamacita Cartel","15-1","11 ","11","FTL","Cocoa Creme"
"2020-09-04","ALB","MAIDEN CLAIMING($10,000) ","1","Summit Boots","20-1","12 ","12","FTL","Fishers Flash"
"2020-09-04","AP","MAIDEN SPECIAL WEIGHT ","4","Clarestown","6-1"," 3 ","3","FTL","Speightstown"
"2020-09-04","AP","MAIDEN SPECIAL WEIGHT ","4","Payster","7-2"," 6 ","6","FTL","California Chrome"
"2020-09-04","AP","MAIDEN SPECIAL WEIGHT ","4","Kennesaw","5-2"," 7 ","7","FTL","Commissioner"
"2020-09-04","AP","MAIDEN SPECIAL WEIGHT ","7","Notable Exception","2-1"," 1 ","1","FTL","Street Sense"
"2020-09-04","AP","MAIDEN SPECIAL WEIGHT ","7","Lawlessness","7-2"," 4 ","4","FTL","Congrats"
"2020-09-04","AP","MAIDEN SPECIAL WEIGHT ","7","Kamara Vision","7-2"," 5 ","5","FTL","Court Vision"
"2020-09-04","AP","MAIDEN SPECIAL WEIGHT ","7","Wine Cellar","6-1"," 6 ","6","FTL","Baletmeister"
"2020-09-04","DMR","MAIDEN CLAIMING($20,000) ","4","She B Salty","10-1"," 4 ","4","FTL","Coil"
"2020-09-04","EQA","MAIDEN CLAIMING($25,000) ","5","Brown Chocolate","20-1"," 7 ","7","FTL","Palace Malice"
"2020-09-04","GG","MAIDEN CLAIMING($8,000) ","7","Rocker Chic","7-2"," 6 ","6","FTL","Palace"
"2020-09-04","GP","MAIDEN CLAIMING($10,500) ","1","Stopit","30-1"," 8 ","8","FTL","Capo Bastone"
"2020-09-04","GP","MAIDEN CLAIMING($20,000) ","2","Adeeb","3-1"," 6 ","6","FTL","Bernardini"
"2020-09-04","GP","MAIDEN CLAIMING($10,500) ","5","Sope","3-1"," 2 ","2","FTL","Shanghai Bobby"
"2020-09-04","GP","MAIDEN CLAIMING($10,500) ","5","Giant Missile","10-1"," 7 ","7","FTL","Giant Surprise"
"2020-09-04","LA","MAIDEN CLAIMING($12,500) ","5","Bossy Bertie","8-1"," 2 ","2","FTL","Bf Farm Boss"
"2020-09-04","LA","MAIDEN CLAIMING($12,500) ","5","Going Somewhere","8-1"," 5 ","5","FTL","Kiddy Up"
"2020-09-04","LRL","MAIDEN CLAIMING($25,000) ","4","Malibu Heaven","5-1"," 1 ","1","FTL","Malibu Moon"
"2020-09-04","LRL","WAIVER MAIDEN CLAIMING($35,000) ","5","Neverhaveneverwill","15-1"," 3 ","3","FTL","Great Notion"
"2020-09-04","LRL","MAIDEN CLAIMING($25,000) ","9","Brown Chocolate","20-1"," 7 ","7","FTL","Palace Malice"
"2020-09-04","LS","MAIDEN CLAIMING($5,000) ","2","Notch O","20-1"," 5 ","5","FTL","Dashin Hombre"
"2020-09-04","LS","MAIDEN CLAIMING($5,000) ","4","The Magic Ocean","4-1"," 4 ","4","FTL","The Ocean King"
"2020-09-04","LS","MAIDEN CLAIMING($5,000) ","4","El Trival","20-1","10 ","10","FTL","Jess Mr Chicks"
"2020-09-04","LS","MAIDEN CLAIMING($20,000) ","5","Fly Over the Moon","20-1"," 2 ","2","FTL","Jess Fly With Me"
"2020-09-04","LS","MAIDEN ","9","Ladasha","20-1"," 6 ","6","FTL","Sir Runaway Dash"
"2020-09-04","MTH","MAIDEN SPECIAL WEIGHT ","1","Cash Kid","12-1"," 1 ","1","FTL","Revolutionary"
"2020-09-04","MTH","MAIDEN SPECIAL WEIGHT ","1","Light Us Up","5-1"," 3 ","3","FTL","Upstart"
"2020-09-04","MTH","MAIDEN SPECIAL WEIGHT ","1","Honor Factor","12-1"," 5 ","5","FTL","The Factor"
"2020-09-04","MTH","MAIDEN SPECIAL WEIGHT ","1","Daisy's Doc","15-1"," 8 ","8","FTL","Americain"
"2020-09-04","MTH","MAIDEN SPECIAL WEIGHT ","1","Lowcountry","7-2"," 9 ","9","FTL","Frosted"
"2020-09-04","MTH","MAIDEN SPECIAL WEIGHT ","1","Especiallea","8-1","10 ","10","FTL","Lea"
"2020-09-04","MTH","MAIDEN CLAIMING($14,000) ","2","Audience of One","12-1"," 2 ","2","FTL","Tiznow"
"2020-09-04","MTH","MAIDEN SPECIAL WEIGHT ","5","Factoire","3-1"," 1 ","1","FTL","The Factor"
"2020-09-04","MTH","MAIDEN SPECIAL WEIGHT ","5","Miss Nondescript","10-1"," 7 ","7","FTL","Mosler"
"2020-09-04","MTH","MAIDEN SPECIAL WEIGHT ","5","Baby Bee Merry","12-1","10 ","10","FTL","Soldat"
