"Track","RaceNumber","HorsesRunning"
"BEL","2","14"
"BEL","6","10"
"BEL","7","12"
"BEL","8","11"
"BEL","9","13"
"BEL","10","14"
"BTP","7","11"
"BTP","8","14"
"CT","7","9"
"CT","8","11"
"DEL","3","14"
"DEL","7","11"
"EMD","5","9"
"EMD","6","9"
"EMD","7","9"
"EVD","2","10"
"EVD","3","10"
"EVD","4","10"
"EVD","5","10"
"EVD","6","10"
"EVD","7","10"
"EVD","8","10"
"EVD","9","10"
"EVD","10","10"
"GG","7","11"
"GPW","1","16"
"GPW","3","10"
"GPW","4","12"
"GPW","5","11"
"GPW","7","16"
"GPW","8","10"
"IND","2","9"
"IND","4","9"
"IND","6","9"
"IND","8","9"
"IND","9","12"
"IND","10","11"
"IND","11","11"
"KEE","3","16"
"KEE","5","10"
"KEE","7","9"
"KEE","8","12"
"KEE","9","11"
"KEE","10","10"
"LRL","1","12"
"LRL","3","15"
"LRL","5","16"
"LRL","7","11"
"PID","2","11"
"PID","3","10"
"PID","4","14"
"PID","5","12"
"PID","7","9"
"PID","8","10"
"RP","1","9"
"RP","2","11"
"RP","3","9"
"RP","4","9"
"RP","5","12"
"RP","6","10"
"RP","7","9"
"RP","9","11"
"TDN","1","9"
"TDN","5","10"
"TDN","7","10"
"TDN","8","9"
