"Track","RaceNumber","HorsesRunning"
"CD","3","9"
"CD","4","9"
"CD","6","12"
"CD","8","10"
"CD","9","15"
"CT","1","10"
"CT","3","9"
"CT","4","11"
"CT","5","10"
"CT","6","9"
"CT","7","10"
"CT","8","9"
"CT","9","11"
"DED","1","12"
"DED","2","11"
"DED","3","12"
"DED","4","12"
"DED","5","9"
"DED","6","12"
"DED","8","11"
"DED","9","12"
"GPW","1","14"
"GPW","2","9"
"GPW","3","11"
"GPW","5","13"
"GPW","6","9"
"GPW","7","12"
"GPW","9","9"
"GPW","10","16"
"MNR","1","11"
"MNR","2","14"
"MNR","3","9"
"MNR","4","10"
"MNR","5","11"
"MNR","6","9"
"MNR","7","13"
"MNR","9","14"
"MVR","4","9"
"MVR","5","10"
"MVR","6","9"
"MVR","7","9"
"MVR","8","13"
"MVR","9","11"
"PEN","2","12"
"PEN","3","11"
"PEN","4","9"
"PEN","6","12"
"PEN","8","12"
"PEN","9","9"
"PEN","11","12"
"PRX","1","9"
"PRX","5","9"
"PRX","6","12"
"PRX","7","11"
"PRX","8","12"
"PRX","9","11"
"PRX","10","16"
"TAM","3","14"
"TAM","4","14"
"TAM","5","14"
"TAM","6","14"
"TAM","7","14"
"TAM","8","9"
"TAM","9","14"
