"Track","RaceNumber","HorsesRunning"
"CT","5","11"
"CT","6","10"
"CT","7","10"
"CT","8","9"
"CT","9","10"
"DED","3","9"
"DED","4","9"
"DED","5","9"
"DED","6","11"
"DED","7","9"
"DED","8","12"
"DED","9","11"
"GP","1","10"
"GP","5","9"
"GP","10","10"
"MVR","2","10"
"MVR","3","10"
"MVR","5","11"
"MVR","6","9"
"PEN","3","12"
"PEN","6","10"
"PEN","9","11"
"PRX","4","9"
"PRX","8","10"
"PRX","10","10"
"TAM","3","13"
"TAM","7","10"
"TAM","9","10"
"TUP","3","9"
"TUP","4","9"
"TUP","5","11"
"TUP","6","10"
"TUP","7","12"
"TUP","8","9"
