"Track","RaceNumber","HorsesRunning"
"BEL","2","12"
"BEL","4","16"
"BEL","6","12"
"BEL","7","12"
"BEL","9","13"
"BEL","10","10"
"CT","4","9"
"CT","6","9"
"CT","7","9"
"CT","9","10"
"DEL","4","10"
"DEL","10","11"
"EQC","2","10"
"EQC","3","10"
"EQC","4","10"
"EVD","2","10"
"EVD","3","10"
"EVD","4","10"
"EVD","5","10"
"EVD","6","10"
"EVD","7","10"
"EVD","8","10"
"EVD","9","10"
"EVD","10","9"
"EVD","11","10"
"EVD","12","10"
"EVD","13","10"
"EVD","15","10"
"GG","3","10"
"GG","5","11"
"GG","8","10"
"GG","9","10"
"GPW","1","14"
"GPW","3","16"
"GPW","5","10"
"GPW","6","10"
"GPW","8","11"
"GPW","10","13"
"HAW","5","10"
"HAW","6","9"
"HAW","7","9"
"HAW","8","12"
"HAW","9","10"
"KEE","4","9"
"KEE","5","16"
"KEE","7","12"
"KEE","8","16"
"KEE","9","10"
"KEE","10","10"
"LRL","3","14"
"LRL","5","16"
"LRL","6","9"
"LRL","7","10"
"LRL","9","16"
"LS","1","10"
"LS","2","10"
"LS","3","12"
"LS","4","10"
"LS","5","12"
"LS","6","12"
"LS","7","12"
"LS","8","12"
"LS","9","12"
"LS","10","12"
"LS","11","12"
"LS","12","12"
"MTH","7","9"
"MTH","9","10"
"RP","2","12"
"RP","3","9"
"RP","4","12"
"RP","5","12"
"RP","6","9"
"RP","7","9"
"RP","8","9"
"RP","9","12"
"SA","5","9"
"SA","7","10"
"SA","10","10"
"TDN","1","13"
"WIL","4","17"
"WRD","7","10"
"WRD","12","10"
