"Track","RaceNumber","HorsesRunning"
"BEL","2","11"
"BEL","3","9"
"BEL","5","13"
"BEL","6","13"
"BEL","8","15"
"BEL","10","16"
"BTP","2","9"
"BTP","5","9"
"CBY","5","13"
"CBY","6","11"
"CD","1","11"
"CD","2","14"
"CD","3","12"
"CD","4","12"
"CD","5","10"
"CD","6","12"
"CD","7","10"
"CD","9","13"
"CT","4","10"
"CT","5","10"
"CT","6","9"
"CT","7","11"
"CT","8","10"
"DED","1","10"
"DED","3","10"
"DED","4","10"
"DED","5","10"
"DED","6","10"
"DED","7","10"
"DED","8","10"
"DED","9","10"
"EVD","7","13"
"EVD","9","10"
"IND","4","12"
"IND","5","14"
"IND","6","12"
"IND","7","14"
"IND","8","10"
"IND","9","14"
"IND","10","12"
"IND","11","12"
"RAS","1","18"
"RAS","2","16"
"RAS","3","15"
"RAS","4","9"
"RAS","6","27"
"RAS","7","18"
