"Track","RaceNumber","HorsesRunning"
"BEL","2","12"
"BEL","5","13"
"BEL","7","11"
"BEL","9","9"
"BEL","10","10"
"CD","6","14"
"CD","8","9"
"CD","9","9"
"CD","10","11"
"EQC","3","11"
"EQC","4","9"
"FX","2","13"
"FX","4","9"
"FX","6","10"
"GG","9","9"
"GG","10","9"
"GG","12","9"
"GP","1","9"
"GP","4","10"
"GP","7","9"
"GP","8","9"
"GP","9","9"
"LA","10","10"
"LRL","1","10"
"LRL","3","11"
"LRL","4","15"
"LRL","5","15"
"LRL","6","13"
"LRL","8","15"
"MNR","1","11"
"MNR","8","9"
"SA","4","12"
"SA","6","9"
"SA","8","10"
"SA","10","11"
"WRD","5","10"
"WRD","6","10"
"WRD","7","10"
"WRD","8","10"
"WRD","10","10"
"WRD","11","10"
"ZIA","2","12"
"ZIA","3","10"
"ZIA","4","12"
"ZIA","5","11"
"ZIA","6","12"
"ZIA","11","10"
