"Track","RaceNumber","HorsesRunning"
"AP","4","9"
"AP","8","12"
"CBY","3","10"
"CBY","4","13"
"CBY","5","13"
"CBY","6","12"
"CBY","7","15"
"CBY","9","9"
"DMR","3","11"
"DMR","4","9"
"DMR","8","9"
"DMR","9","11"
"DMR","11","14"
"ELP","1","13"
"ELP","5","11"
"ELP","7","9"
"ELP","8","11"
"GIL","2","10"
"GIL","5","10"
"GIL","6","10"
"GIL","7","10"
"GIL","9","10"
"GIL","10","10"
"GP","1","15"
"GP","5","12"
"GP","8","9"
"GP","9","9"
"GP","10","11"
"LAD","1","11"
"LAD","3","10"
"LAD","4","10"
"LAD","6","9"
"LAD","7","9"
"MNR","1","12"
"MNR","2","11"
"MNR","8","12"
"MTH","2","9"
"MTH","3","10"
"MTH","5","9"
"MTH","6","9"
"MTH","7","12"
"MTH","9","16"
"MTH","11","10"
"PIM","5","9"
"PRM","10","9"
"RUI","1","10"
"RUI","5","9"
"RUI","7","9"
"RUI","10","10"
"SAR","2","15"
"SAR","3","16"
"SAR","6","13"
"SAR","7","9"
"SAR","9","10"
"SAR","10","10"
"WYO","1","10"
"WYO","2","10"
"WYO","3","10"
"WYO","4","10"
"WYO","5","10"
