"Track","RaceNumber","HorsesRunning"
"EQC","3","10"
"FG","1","9"
"FG","2","10"
"FG","3","16"
"FG","5","14"
"FG","6","9"
"FG","7","11"
"FG","8","14"
"FG","9","12"
"FON","5","10"
"FON","8","10"
"FON","9","10"
"GP","1","13"
"GP","4","9"
"GP","5","9"
"GP","7","13"
"GP","9","11"
"GP","11","10"
"GP","12","16"
"LA","8","10"
"LAD","3","10"
"LAD","5","10"
"LAD","7","10"
"OP","3","10"
"OP","4","10"
"OP","5","14"
"OP","7","11"
"OP","8","11"
"OP","10","11"
"RP","2","10"
"RP","4","10"
"RP","5","10"
"RP","6","9"
"RP","7","10"
"RP","8","9"
"RP","9","12"
"RP","10","10"
"SA","5","13"
"SA","6","9"
"SA","7","10"
"SA","9","10"
"TAM","1","10"
"TAM","2","10"
"TAM","3","12"
"TAM","4","10"
"TAM","6","11"
"TAM","9","10"
"TAM","10","10"
"TAM","11","12"
"TAM","12","14"
