"Track","RaceNumber","HorsesRunning"
"AQU","1","10"
"AQU","2","9"
"AQU","4","9"
"AQU","5","9"
"AQU","6","9"
"AQU","7","10"
"AQU","9","11"
"CT","1","13"
"CT","2","10"
"CT","3","10"
"CT","7","11"
"CT","8","13"
"CT","9","10"
"DED","3","12"
"DED","7","9"
"DED","9","11"
"EQA","1","10"
"EQA","2","9"
"EQA","4","12"
"EQA","5","10"
"EVD","6","9"
"FG","6","9"
"FG","9","10"
"GP","4","16"
"GP","7","9"
"GP","9","10"
"LRL","2","11"
"LRL","4","10"
"LRL","5","11"
"LRL","6","11"
"LRL","7","10"
"LRL","9","12"
"LS","1","10"
"LS","2","10"
"LS","3","9"
"LS","4","10"
"LS","5","12"
"LS","6","10"
"LS","7","10"
"LS","8","12"
"LS","9","12"
"LS","10","12"
"LS","11","12"
"LS","12","11"
"MR","1","13"
"MR","2","10"
"MR","3","10"
"MR","4","12"
"MR","5","16"
"MR","6","15"
"MR","7","14"
"MR","8","16"
"OP","3","9"
"OP","7","10"
"OP","9","10"
"PEN","3","9"
"RP","1","10"
"RP","2","9"
"RP","3","12"
"RP","7","9"
"RP","11","12"
"RP","12","9"
"RP","13","11"
"TAM","4","14"
"TAM","7","9"
"TAM","8","10"
"TAM","9","10"
"TP","1","11"
"TP","2","11"
"TP","4","9"
"TP","5","12"
"TP","7","13"
"TP","8","13"
"TUP","1","12"
"TUP","3","9"
"TUP","4","12"
"TUP","5","12"
"TUP","7","9"
"TUP","8","9"
"TUP","9","11"
