"Track","RaceNumber","HorsesRunning"
"AQU","1","9"
"AQU","3","9"
"AQU","4","13"
"AQU","6","11"
"AQU","7","11"
"AQU","8","13"
"CT","3","9"
"CT","4","10"
"CT","5","10"
"CT","6","10"
"CT","7","9"
"CT","8","9"
"CT","9","12"
"DED","1","11"
"DED","6","12"
"DED","7","10"
"DED","8","10"
"DED","9","12"
"EVD","1","10"
"EVD","2","10"
"EVD","4","10"
"EVD","5","9"
"EVD","6","10"
"EVD","7","10"
"EVD","8","10"
"EVD","9","10"
"EVD","10","10"
"FG","1","12"
"FG","2","9"
"FG","4","11"
"FG","5","11"
"FG","6","11"
"FG","8","15"
"FG","9","13"
"GP","5","9"
"GP","8","9"
"GP","9","10"
"GP","10","11"
"LRC","1","12"
"LRC","2","12"
"LRC","3","12"
"LRC","4","12"
"LRC","5","11"
"LRC","6","12"
"LRC","7","11"
"LRC","9","12"
"LRL","6","11"
"LRL","8","9"
"TP","2","14"
"TP","3","14"
"TP","4","14"
"TP","5","14"
"TP","6","9"
"TP","7","9"
"TP","8","14"
