"Track","RaceNumber","HorsesRunning"
"CT","8","9"
"DED","1","12"
"DED","3","12"
"DED","5","12"
"DED","6","9"
"DED","7","12"
"DED","8","12"
"DED","9","12"
"DEL","5","9"
"DEL","6","10"
"DEL","7","9"
"EVD","2","10"
"EVD","4","10"
"EVD","6","10"
"EVD","7","10"
"EVD","8","10"
"FL","5","9"
"FL","8","10"
"FL","9","9"
"IND","5","13"
"IND","7","13"
"IND","8","9"
"IND","9","11"
"KEE","1","12"
"KEE","3","11"
"KEE","4","16"
"KEE","5","10"
"KEE","8","15"
"KES","1","16"
"KES","3","15"
"MNR","8","9"
"PEN","3","9"
"PEN","8","9"
"PID","2","11"
"PID","3","10"
"PID","4","9"
"PID","5","10"
"PID","7","9"
"PID","9","11"
"PRX","2","9"
"PRX","4","10"
"PRX","7","9"
"PRX","8","9"
"PRX","9","12"
"PRX","10","11"
"RP","6","10"
"RP","7","13"
"RP","8","11"
"RP","9","9"
