"Track","RaceNumber","HorsesRunning"
"ARP","2","12"
"ARP","3","11"
"ARP","4","11"
"ARP","7","10"
"BTP","1","10"
"BTP","3","15"
"BTP","6","16"
"BTP","7","12"
"BTP","8","10"
"CBY","1","9"
"CBY","6","10"
"CNL","5","9"
"CNL","7","9"
"CNL","9","14"
"FL","8","9"
"FP","1","9"
"FP","2","9"
"FP","3","9"
"FP","5","10"
"FP","7","9"
"IND","4","9"
"IND","5","14"
"IND","6","12"
"IND","7","12"
"IND","9","12"
"IND","10","12"
"LAD","3","9"
"LAD","4","10"
"LAD","5","11"
"LAD","7","9"
"LS","1","12"
"LS","2","10"
"LS","4","10"
"LS","5","10"
"LS","6","12"
"LS","7","11"
"LS","8","10"
"LS","9","11"
"MNR","1","11"
"MNR","2","9"
"MNR","3","9"
"MNR","9","11"
"PID","4","9"
"PID","5","9"
"PID","6","9"
"PID","8","10"
"PRX","3","11"
"PRX","4","10"
"PRX","5","11"
"PRX","7","10"
"PRX","11","10"
"PRX","12","14"
"TDN","1","12"
"TDN","3","9"
"TDN","7","9"
