"Track","RaceNumber","HorsesRunning"
"BEL","1","9"
"BEL","2","13"
"BEL","3","12"
"BEL","7","15"
"BEL","11","14"
"CT","5","10"
"CT","8","9"
"CT","9","9"
"DEL","2","10"
"DEL","4","13"
"DEL","6","13"
"DEL","8","14"
"EQC","2","9"
"EQC","3","12"
"EQC","4","10"
"EVD","2","10"
"EVD","3","10"
"EVD","4","10"
"EVD","5","10"
"EVD","6","10"
"EVD","7","10"
"EVD","8","10"
"EVD","10","10"
"GG","8","9"
"GG","9","10"
"GPW","1","16"
"GPW","4","14"
"GPW","6","14"
"GPW","7","13"
"GPW","8","15"
"GPW","9","13"
"HAW","1","11"
"HAW","2","12"
"HAW","3","9"
"HAW","4","12"
"HAW","5","9"
"HAW","6","12"
"HAW","7","14"
"HAW","9","10"
"KEE","1","10"
"KEE","3","10"
"KEE","4","10"
"KEE","5","9"
"KEE","6","16"
"KEE","7","16"
"KEE","8","10"
"KEE","9","9"
"KEE","10","11"
"LRL","1","12"
"LRL","3","16"
"LRL","4","10"
"LRL","5","11"
"LRL","6","15"
"LRL","7","16"
"LRL","8","10"
"LRL","9","9"
"LS","1","10"
"LS","2","10"
"LS","3","12"
"LS","4","10"
"LS","5","10"
"LS","6","12"
"LS","7","12"
"LS","8","11"
"LS","9","12"
"LS","10","12"
"LS","11","12"
"LS","12","12"
"MED","1","12"
"MED","3","13"
"MED","5","9"
"MED","6","13"
"MED","8","10"
"MED","10","14"
"MED","11","9"
"MID","1","10"
"MID","2","11"
"MID","3","10"
"MID","4","10"
"MID","5","12"
"MID","6","20"
"MID","7","9"
"MID","8","18"
"MID","9","15"
"MTH","1","12"
"MTH","3","13"
"MTH","5","9"
"MTH","6","13"
"MTH","8","10"
"MTH","10","14"
"MTH","11","9"
"PRM","5","11"
"PRM","6","10"
"PRM","8","11"
"RP","2","12"
"RP","3","10"
"RP","4","9"
"RP","5","13"
"RP","6","10"
"RP","7","10"
"RP","9","14"
"SA","6","9"
"SA","9","12"
"WRD","2","10"
"WRD","4","10"
"WRD","5","9"
"WRD","6","9"
"WRD","7","10"
"WRD","8","9"
"WRD","9","10"
"WRD","10","10"
"WRD","11","10"
"WRD","12","10"
