"Track","RaceNumber","HorsesRunning"
"DED","1","12"
"DED","2","10"
"DED","3","12"
"DED","4","12"
"DED","5","12"
"DED","6","11"
"DED","8","12"
"DED","9","12"
"GP","1","15"
"GP","2","10"
"GP","4","14"
"GP","5","12"
"GP","7","13"
"GP","9","10"
"GP","10","12"
"MNR","1","12"
"MNR","5","13"
"MNR","7","9"
"MNR","8","9"
"MNR","9","14"
"PEN","3","11"
"PEN","8","9"
"PEN","9","10"
"PEN","10","11"
"PEN","11","10"
"PRX","2","10"
"PRX","3","10"
"PRX","4","14"
"PRX","5","12"
"PRX","6","10"
"PRX","7","13"
"PRX","8","10"
"PRX","10","12"
"TAM","3","14"
"TAM","5","14"
"TAM","6","9"
"TAM","7","10"
"TAM","8","10"
"TAM","9","10"
"ZIA","1","10"
"ZIA","2","12"
"ZIA","3","12"
"ZIA","4","12"
"ZIA","5","12"
"ZIA","8","10"
"ZIA","9","12"
"ZIA","10","11"
"ZIA","11","9"
