"Track","RaceNumber","HorsesRunning"
"BTP","2","9"
"BTP","3","10"
"BTP","6","11"
"BTP","7","9"
"BTP","8","9"
"CBY","3","9"
"CBY","5","10"
"CBY","6","10"
"CBY","7","9"
"FL","2","11"
"FL","4","11"
"FL","5","12"
"FL","6","13"
"FL","8","15"
"IND","4","9"
"IND","7","9"
"IND","8","14"
"IND","9","11"
"LAD","1","13"
"LAD","2","14"
"LAD","3","13"
"LAD","4","13"
"LAD","5","9"
"LAD","6","12"
"LAD","7","13"
"MNR","1","12"
"MNR","2","9"
"MNR","5","9"
"MNR","8","9"
"MNR","9","10"
"PID","2","10"
"PID","3","10"
"PID","4","12"
"PID","5","10"
"PID","6","10"
"PID","8","13"
"PRX","4","12"
"PRX","5","12"
"PRX","7","12"
"PRX","8","9"
"PRX","9","16"
"PRX","10","9"
"TDN","1","9"
