"Track","RaceNumber","HorsesRunning"
"BEL","1","11"
"BEL","4","12"
"BEL","6","14"
"BEL","7","16"
"BEL","9","14"
"BTP","6","10"
"CT","2","10"
"CT","4","11"
"CT","5","10"
"CT","6","10"
"CT","7","10"
"CT","8","12"
"DEL","3","14"
"DEL","6","14"
"EMD","8","10"
"EMD","10","9"
"EMD","11","9"
"EVD","1","9"
"EVD","2","10"
"EVD","3","9"
"EVD","4","10"
"EVD","5","10"
"EVD","6","10"
"EVD","7","10"
"EVD","8","10"
"EVD","9","9"
"EVD","10","10"
"EVD","11","10"
"EVD","12","9"
"EVD","13","10"
"GG","4","10"
"GG","5","11"
"IND","3","11"
"IND","4","11"
"IND","5","10"
"IND","6","11"
"IND","8","11"
"IND","9","11"
"IND","10","12"
"PID","2","10"
"PID","3","12"
"PID","4","11"
"PID","7","11"
"PID","8","10"
"PIM","2","9"
"PIM","3","9"
"PIM","4","11"
"PIM","6","10"
"PIM","7","9"
"PIM","8","16"
"PIM","9","10"
"PIM","10","11"
"RP","2","10"
"RP","6","10"
"RP","9","10"
