"Track","RaceNumber","HorsesRunning"
"BEL","5","14"
"BEL","6","11"
"BEL","7","11"
"BEL","9","13"
"CBY","5","10"
"CBY","6","9"
"CD","2","10"
"CD","5","13"
"CD","7","13"
"CD","8","9"
"CD","9","16"
"EQC","3","11"
"EQC","4","10"
"GG","9","10"
"GP","1","16"
"GP","3","9"
"GP","5","12"
"GP","8","9"
"GP","10","16"
"LA","1","10"
"LA","2","10"
"LA","3","9"
"LA","4","10"
"LA","5","9"
"LA","6","10"
"LA","7","9"
"LA","8","9"
"LA","9","9"
"LA","10","10"
"LA","11","9"
"LA","12","10"
"LAD","4","9"
"LAD","5","11"
"LS","1","10"
"LS","2","9"
"LS","5","9"
"LS","7","9"
"LS","8","9"
"LS","10","12"
"MNR","1","10"
"MNR","2","10"
"MNR","3","10"
"MNR","4","10"
"MNR","8","9"
"MTH","1","9"
"MTH","3","10"
"MTH","8","11"
"MTH","10","12"
"PIM","1","14"
"PIM","3","15"
"PIM","5","12"
"PIM","7","10"
"RP","1","10"
"RP","2","10"
"RP","3","10"
"RP","4","10"
"RP","5","10"
"RP","6","10"
"RP","7","10"
"RP","8","10"
"RP","9","9"
"RP","10","10"
"RP","11","11"
"RP","12","12"
"RUI","1","9"
"RUI","2","9"
"RUI","3","9"
"RUI","4","9"
"RUI","5","9"
"RUI","6","9"
"RUI","7","9"
"RUI","8","9"
"RUI","9","9"
"RUI","10","9"
"SA","2","10"
"SA","3","10"
"SA","5","11"
"SA","6","10"
"SA","9","11"
"SRP","1","12"
"SRP","3","12"
"SRP","4","10"
"SRP","6","11"
"SRP","7","12"
"SRP","9","12"
"SRP","11","11"
"WNT","1","10"
"WNT","2","11"
"WNT","4","12"
