"Date","TrackID","Raceclass","RaceNumber","HorseName","MorningLine","ProgramNumber","PostPos","Medication","SireName"
"2021-04-16","AQU","MAIDEN CLAIMING($40,000) ","1","Quiet Horizon","7-2"," 8 ","8","FTL","Mizzen Mast"
"2021-04-16","AQU","MAIDEN CLAIMING($40,000) ","1","Hey Red","10-1","11 ","11","FTL","Frost Giant"
"2021-04-16","AQU","MAIDEN CLAIMING($20,000) ","3","Jo Jo Katz","12-1","1  ","2","FTL","Katz My Song"
"2021-04-16","AQU","MAIDEN CLAIMING($20,000) ","3","Awesome Yet Again","12-1","1A ","5","FTL","Awesome Again"
"2021-04-16","DED","MAIDEN SPECIAL WEIGHT ","1","Temple Quest","12-1"," 1 ","1","FTL","Temple City"
"2021-04-16","GG","MAIDEN CLAIMING($8,000) ","3","Lovely Hussar","20-1"," 2 ","2","FTL","Fighting Hussar"
"2021-04-16","GG","MAIDEN CLAIMING($8,000) ","3","Lil Tinker","20-1"," 5 ","5","FTL","Champ Pegasus"
"2021-04-16","GG","MAIDEN CLAIMING($8,000) ","3","Snoozy Suzy","12-1","11 ","11","FTL","Congrats"
"2021-04-16","GP","MAIDEN CLAIMING($20,000) ","1","First Rule","9-2"," 3 ","3","FTL","Lookin At Lucky"
"2021-04-16","GP","MAIDEN CLAIMING($20,000) ","1","Flipping Fish","5-1"," 7 ","7","FTL","Uncaptured"
"2021-04-16","GP","MAIDEN CLAIMING($20,000) ","1","Invisible Ghost","10-1"," 8 ","8","FTL","Ghostzapper"
"2021-04-16","GP","ALLOWANCE OPTIONAL CLAIMING($75,000) ","6","U. S. Steel","9-2"," 3 ","3","FTL","Cairo Prince"
"2021-04-16","GP","ALLOWANCE OPTIONAL CLAIMING($75,000) ","6","Bright Devil (IRE)","5-1"," 7 ","7","FTL","Dark Angel*Ire"
"2021-04-16","GP","MAIDEN SPECIAL WEIGHT ","9","Wise Memories","6-1"," 1 ","1","FTL","Tapit"
"2021-04-16","GP","MAIDEN SPECIAL WEIGHT ","9","That's My Baby","20-1"," 2 ","2","FTL","Liam's Map"
"2021-04-16","GP","MAIDEN SPECIAL WEIGHT ","9","Rasmalai","5-1"," 5 ","5","FTL","Commissioner"
"2021-04-16","OP","MAIDEN CLAIMING($20,000) ","5","Driver","30-1"," 6 ","6","FTL","Five Iron"
"2021-04-16","OP","Rainbow Miss S.","9","Heated Argument","6-1"," 3 ","3","FTL","Tapiture"
"2021-04-16","PEN","MAIDEN CLAIMING($22,500) ","1","Royal's Invasion","10-1"," 4 ","4","FTL","Normandy Invasion"
"2021-04-16","PEN","ALLOWANCE ","3","Blue Rockette","10-1"," 2 ","2","FTL","Air Force Blue"
"2021-04-16","RP","MAIDEN ","1","Trending Up","6-1"," 1 ","1","FTL","Corona Cartel"
"2021-04-16","RP","MAIDEN ","1","Jesst for Speed","15-1"," 2 ","2","FTL","Apollitical Jess"
"2021-04-16","RP","MAIDEN ","1","Lethal Viper","15-1"," 3 ","3","FTL","Volcom"
"2021-04-16","RP","MAIDEN ","1","Win in Doubt","5-1"," 4 ","4","FTL","Kiss My Hocks"
"2021-04-16","RP","MAIDEN ","1","The Minnesota Moon","20-1"," 5 ","5","FTL","Moonin the Eagle"
"2021-04-16","RP","MAIDEN ","1","Nsm Parks Candy Girl","20-1"," 7 ","7","FTL","Jess Good Candy"
"2021-04-16","RP","MAIDEN ","1","Jesscheerforblue","10-1"," 8 ","8","FTL","Jess Louisiana Blue"
"2021-04-16","RP","MAIDEN ","2","Runaway Diabla","8-1"," 3 ","3","FTL","Ivory King"
"2021-04-16","RP","MAIDEN ","2","Curly James","20-1"," 4 ","4","FTL","Ivory James"
"2021-04-16","RP","MAIDEN ","2","Bs Bad Man","12-1"," 5 ","5","FTL","Lota Pyc"
"2021-04-16","RP","MAIDEN ","2","Lion King","10-1"," 9 ","9","FTL","Ivory King"
"2021-04-16","RP","MAIDEN ","2","Seen Valentina","15-1","10 ","10","FTL","Sean Roy"
"2021-04-16","RP","MAIDEN CLAIMING($15,000) ","3","Hes Mister Dillon","5-1"," 1 ","1","FTL","Big Daddy Cartel"
"2021-04-16","RP","MAIDEN CLAIMING($15,000) ","3","Linneys Big Bat","15-1"," 2 ","2","FTL","Jess Twice Cash"
"2021-04-16","RP","MAIDEN CLAIMING($15,000) ","3","First Cold Wave","15-1"," 3 ","3","FTL","Cold Hard Dash"
"2021-04-16","RP","MAIDEN CLAIMING($15,000) ","3","Pevs Paper Rosie","8-1"," 5 ","5","FTL","Iba Bad Boy"
"2021-04-16","RP","MAIDEN CLAIMING($15,000) ","3","Jtc Lil Wayne","12-1"," 6 ","6","FTL","Jess Twice Cash"
"2021-04-16","RP","MAIDEN CLAIMING($15,000) ","3","The Sweet Cartel","10-1"," 8 ","8","FTL","This Cartel Is Cold"
"2021-04-16","RP","MAIDEN CLAIMING($15,000) ","3","Lota On the Line","6-1"," 9 ","9","FTL","Lota Pyc"
"2021-04-16","RP","MAIDEN CLAIMING($6,250) ","4","Gitter Noumenon","12-1"," 7 ","7","FTL","Gitter Dun Turnpike"
"2021-04-16","RP","MAIDEN ","8","Barbie Moonflash","20-1"," 6 ","6","FTL","First Moonflash"
"2021-04-16","RP","MAIDEN ","9","Catch a Good Time","12-1"," 1 ","1","FTL","Five Bar Cartel"
"2021-04-16","RP","MAIDEN ","9","Sassalitical","5-2"," 3 ","3","FTL","Apollitical Jess"
"2021-04-16","RP","MAIDEN ","9","Hello Dottie","15-1"," 5 ","5","FTL","Hes Relentless"
"2021-04-16","RP","MAIDEN ","9","Arrival","5-1"," 6 ","6","FTL","Favorite Cartel"
"2021-04-16","RP","MAIDEN ","9","Leave of Absence","20-1"," 7 ","7","FTL","One Famous Eagle"
"2021-04-16","RP","MAIDEN ","9","Apolitical Straw","15-1"," 8 ","8","FTL","Apollitical Blood"
"2021-04-16","RP","MAIDEN ","9","Jess for Your Lady","6-1"," 9 ","9","FTL","Apollitical Jess"
"2021-04-16","TAM","MAIDEN CLAIMING($20,000) ","7","Bellarific","9-2"," 1 ","1","FTL","Bellamy Road"
"2021-04-16","TAM","MAIDEN CLAIMING($20,000) ","9","Grazed","6-1"," 1 ","1","FTL","Grazen"
"2021-04-16","TAM","MAIDEN CLAIMING($20,000) ","9","Morriston","15-1"," 8 ","8","FTL","Hampton Court*Aus"
"2021-04-16","TAM","MAIDEN CLAIMING($20,000) ","9","Salty Candy","12-1"," 9 ","9","FTL","Twirling Candy"
"2021-04-16","TAM","MAIDEN CLAIMING($20,000) ","9","Tradition","8-1","11 ","11","FTL","Tapizar"
"2021-04-16","TUP","MAIDEN ","1","Df Fabulous Zanbo","8-1"," 4 ","4","FTL","One Fabulous Eagle"
"2021-04-16","TUP","MAIDEN ","1","Df Docs Fire Secrets","6-1"," 9 ","9","FTL","Docs Best Card"
