"Track","RaceNumber","HorsesRunning"
"AP","7","9"
"BTP","5","9"
"BTP","8","12"
"BTP","9","10"
"DMR","3","9"
"DMR","5","9"
"DMR","6","9"
"DMR","7","9"
"DMR","8","14"
"ELP","8","12"
"EVD","1","9"
"EVD","5","11"
"EVD","7","9"
"EVD","9","9"
"FMT","3","10"
"FMT","4","9"
"FMT","5","9"
"FMT","6","9"
"FMT","7","10"
"FMT","8","9"
"FMT","9","10"
"FMT","10","10"
"FMT","11","10"
"FMT","12","10"
"GG","2","14"
"GG","4","9"
"GG","6","9"
"GG","7","9"
"GG","8","11"
"GP","1","11"
"GP","5","16"
"GP","7","10"
"GP","9","14"
"MTH","1","9"
"MTH","3","11"
"MTH","4","10"
"PEN","2","9"
"PEN","3","12"
"PIM","1","10"
"PIM","3","12"
"PIM","4","13"
"PIM","5","13"
"PIM","6","12"
"PIM","7","10"
"PRM","10","10"
"RUI","1","10"
"RUI","2","10"
"RUI","3","10"
"RUI","4","12"
"RUI","5","9"
"RUI","6","10"
"RUI","7","10"
"RUI","9","10"
"RUI","10","10"
"SAR","1","9"
"SAR","2","10"
"SAR","3","11"
"SAR","4","9"
"SAR","5","9"
"SAR","6","15"
"SAR","7","11"
"SAR","9","10"
"SAR","10","15"
