"Track","RaceNumber","HorsesRunning"
"BHP","1","9"
"BHP","2","9"
"BHP","3","11"
"BHP","4","10"
"ELP","7","9"
"ELP","8","9"
"ELP","9","9"
"FMT","4","10"
"GIL","2","9"
"GIL","4","10"
"GIL","7","10"
"GIL","8","10"
"GP","1","9"
"GP","2","11"
"GP","5","9"
"GP","7","11"
"GP","9","16"
"GP","10","10"
"LS","1","10"
"LS","2","9"
"LS","3","10"
"LS","4","10"
"LS","6","12"
"LS","7","12"
"LS","8","11"
"LS","9","12"
"MNR","1","11"
"MNR","2","10"
"MNR","3","9"
"MNR","4","9"
"MNR","9","10"
"MTH","3","10"
"MTH","5","10"
"MTH","7","9"
"MTH","12","11"
"MTH","13","9"
"MTH","14","11"
"PLN","6","9"
"PLN","7","9"
"PRM","7","9"
"PRM","8","9"
"RUI","1","10"
"RUI","3","12"
"RUI","4","12"
"RUI","5","12"
"RUI","6","10"
"RUI","7","9"
"RUI","8","12"
"RUI","9","12"
"RUI","10","10"
"RUI","11","12"
"SAC","6","9"
"SAC","7","9"
"SAR","1","11"
"SAR","5","12"
"SAR","6","11"
"SAR","7","10"
"SAR","10","9"
"WYO","1","10"
"WYO","2","10"
"WYO","3","9"
"WYO","4","10"
"WYO","5","9"
"WYO","6","9"
"WYO","7","10"
"WYO","8","9"
"WYO","9","10"
"WYO","10","10"
