"Track","RaceNumber","HorsesRunning"
"CT","1","13"
"CT","2","9"
"CT","5","9"
"CT","6","9"
"CT","7","9"
"CT","8","12"
"DED","2","10"
"DED","4","9"
"DED","5","10"
"DED","6","9"
"DED","8","12"
"DED","9","11"
"EVD","6","10"
"EVD","7","10"
"GP","3","9"
"GP","5","13"
"GP","7","9"
"GP","9","9"
"MNR","1","9"
"MNR","2","10"
"MNR","5","11"
"MNR","6","12"
"MNR","7","12"
"MNR","8","10"
"MVR","5","9"
"MVR","8","10"
"PEN","2","11"
"PEN","3","12"
"PEN","4","9"
"PEN","6","10"
"PEN","9","10"
"PRX","2","9"
"PRX","3","9"
"PRX","4","15"
"PRX","7","14"
"PRX","8","9"
"PRX","9","11"
"PRX","10","13"
"RP","2","9"
"RP","4","11"
"RP","5","11"
"RP","6","11"
"RP","7","10"
"RP","9","12"
"TAM","4","10"
"TAM","5","11"
"TAM","6","10"
"TAM","7","12"
"TAM","8","10"
"TAM","9","9"
"TUP","1","11"
"TUP","5","9"
"TUP","7","9"
"TUP","8","11"
