"Track","RaceNumber","HorsesRunning"
"CT","2","9"
"CT","4","9"
"CT","5","9"
"CT","6","10"
"CT","8","12"
"DED","3","9"
"DED","4","9"
"DED","6","10"
"DED","7","10"
"DED","8","12"
"DED","9","12"
"EVD","8","10"
"MNR","4","10"
"MNR","7","9"
"MNR","8","12"
"MVR","3","9"
"MVR","5","10"
"MVR","8","12"
"PEN","3","11"
"PEN","6","9"
"PEN","7","11"
"PRX","4","9"
"PRX","8","9"
"PRX","10","9"
"TAM","4","14"
"TAM","8","10"
"TAM","9","11"
"TUP","1","10"
"TUP","5","9"
"TUP","7","10"
"TUP","8","9"
