"Track","RaceNumber","HorsesRunning"
"CT","4","9"
"CT","5","9"
"CT","6","10"
"CT","8","11"
"DED","1","9"
"DED","3","12"
"DED","5","10"
"DED","8","9"
"DED","9","12"
"FG","2","10"
"FG","4","10"
"FG","5","13"
"FG","6","9"
"FG","8","9"
"FG","9","10"
"GP","5","9"
"GP","10","14"
"HOU","5","10"
"HOU","8","10"
"HOU","10","9"
"MVR","5","9"
"PEN","3","10"
"PEN","6","9"
"PRX","4","9"
"PRX","7","9"
"PRX","10","9"
"TAM","4","11"
"TAM","8","11"
"TAM","9","11"
"TP","3","9"
"TP","4","9"
"TP","5","12"
"TP","8","11"
"TUP","7","10"
