"Track","RaceNumber","HorsesRunning"
"AP","8","11"
"BTP","2","11"
"BTP","5","15"
"BTP","6","16"
"BTP","7","9"
"BTP","8","13"
"CBY","6","11"
"CT","6","9"
"CT","8","12"
"DED","1","10"
"DED","3","10"
"DED","5","10"
"DED","6","9"
"DED","7","10"
"DED","8","10"
"DED","9","10"
"DEL","2","10"
"DEL","3","14"
"DEL","4","14"
"DEL","5","11"
"DEL","8","10"
"EMD","4","9"
"EMD","5","10"
"EMD","7","9"
"EMD","8","9"
"EMD","10","10"
"EMD","11","9"
"EVD","5","11"
"EVD","6","11"
"EVD","8","9"
"EVD","9","9"
"GP","1","10"
"GP","3","9"
"GP","4","9"
"GP","6","16"
"GP","8","16"
"GP","10","10"
"IND","3","11"
"IND","4","10"
"IND","5","9"
"IND","7","10"
"IND","8","14"
"IND","9","11"
"LRL","3","9"
"LRL","4","9"
"LRL","6","12"
"LRL","7","9"
"LRL","9","10"
"RET","2","10"
"RET","4","10"
"RET","7","10"
"RET","8","10"
"RET","9","10"
"RET","10","10"
"SAR","1","9"
"SAR","6","9"
"SAR","7","13"
"SAR","8","9"
"SAR","10","11"
"TDN","1","10"
"TDN","3","10"
"TDN","4","13"
"TDN","6","9"
"TDN","8","14"
