"Track","RaceNumber","HorsesRunning"
"ALB","1","12"
"ALB","2","12"
"ALB","3","12"
"ALB","9","10"
"ALB","10","12"
"AP","3","10"
"AP","4","10"
"AP","5","9"
"AP","6","9"
"AP","7","10"
"AP","8","9"
"CT","7","9"
"CT","8","11"
"DEL","3","14"
"DEL","7","11"
"DEL","8","10"
"GG","5","10"
"GG","7","9"
"GG","8","10"
"GG","9","10"
"GP","1","10"
"GP","4","16"
"GP","5","11"
"GP","7","16"
"GP","8","12"
"GP","9","9"
"GP","10","9"
"GP","11","14"
"KD","1","10"
"KD","2","12"
"KD","3","13"
"KD","4","10"
"KD","5","13"
"KD","6","14"
"KD","8","15"
"KD","9","10"
"KD","10","16"
"KD","11","16"
"LA","7","10"
"LA","8","9"
"LAD","1","14"
"LAD","2","9"
"LAD","3","14"
"LAD","4","10"
"LAD","5","14"
"LAD","6","10"
"LAD","7","14"
"LRL","2","10"
"LRL","5","10"
"LRL","7","13"
"LRL","9","16"
"LS","1","10"
"LS","4","10"
"LS","6","10"
"LS","7","9"
"LS","8","9"
"LS","9","9"
"LS","11","10"
"LS","12","10"
"MTH","5","11"
"MTH","8","14"
"MTH","9","9"
"MTH","10","10"
"MTH","12","12"
"PRM","4","9"
"PRM","7","10"
"PRM","8","9"
"PRM","9","12"
"PRM","10","11"
"RP","3","9"
"RP","7","10"
"RP","8","11"
"RP","9","9"
"SWF","1","10"
"SWF","2","10"
"SWF","5","10"
"SWF","6","10"
"SWF","7","10"
"SWF","8","10"
"SWF","9","10"
"WRD","1","10"
