"Track","RaceNumber","HorsesRunning"
"CT","1","9"
"CT","4","9"
"CT","5","9"
"CT","6","9"
"CT","7","12"
"CT","9","13"
"DED","1","9"
"DED","3","9"
"DED","4","12"
"DED","6","12"
"DED","7","9"
"DED","8","10"
"DED","9","12"
"DED","10","11"
"GP","1","11"
"GP","8","10"
"GP","9","10"
"GP","10","9"
"HOU","2","9"
"HOU","3","10"
"HOU","5","12"
"HOU","7","9"
"HOU","9","9"
"HOU","10","9"
"HOU","11","12"
"HOU","12","9"
"MVR","7","10"
"MVR","8","10"
"PEN","3","9"
"PEN","8","9"
"PRX","2","9"
"PRX","4","10"
"PRX","8","9"
"PRX","9","11"
"PRX","10","14"
"PRX","11","10"
"TAM","3","14"
"TAM","5","9"
"TAM","6","9"
"TAM","7","11"
"TAM","9","14"
"TP","2","10"
"TP","3","11"
"TP","4","14"
"TP","5","14"
"TP","6","11"
"TP","7","10"
"TP","8","14"
"TUP","1","9"
"TUP","4","12"
"TUP","5","12"
"TUP","7","12"
"TUP","8","11"
"TUP","9","10"
