"Track","RaceNumber","HorsesRunning"
"ALB","2","10"
"ALB","4","10"
"ALB","5","12"
"ALB","6","12"
"ALB","7","12"
"ALB","8","9"
"ALB","9","12"
"AP","6","9"
"AP","8","10"
"CT","5","12"
"CT","7","10"
"CT","8","13"
"DEL","6","14"
"DMR","5","14"
"DMR","8","10"
"DMR","9","9"
"DMR","10","9"
"DMR","11","11"
"ELP","1","9"
"ELP","8","16"
"EVD","5","9"
"GP","1","16"
"GP","3","11"
"GP","4","12"
"GP","5","13"
"GP","6","13"
"GP","8","11"
"GP","9","9"
"GP","10","10"
"GP","11","11"
"GP","12","16"
"LA","1","9"
"LA","9","9"
"LAD","4","9"
"LAD","5","11"
"LAD","6","11"
"LAD","7","11"
"MTH","1","10"
"MTH","4","10"
"MTH","8","9"
"MTH","10","13"
"MTH","11","11"
"MTH","12","11"
"MTH","13","12"
"PIM","1","12"
"PIM","2","9"
"PIM","3","10"
"PIM","5","14"
"PIM","7","10"
"PIM","9","10"
"RP","2","12"
"RP","4","10"
"RP","6","10"
"RP","7","9"
"RP","9","12"
"RUI","1","10"
"RUI","2","10"
"RUI","3","10"
"RUI","4","10"
"RUI","5","10"
"RUI","6","10"
"RUI","7","10"
"RUI","8","10"
"RUI","9","10"
"RUI","10","10"
"RUI","11","10"
"RUI","12","10"
"RUI","13","10"
"RUI","14","10"
"RUI","15","10"
"SAR","1","9"
"SAR","4","11"
"SAR","5","9"
"SAR","6","11"
"SAR","7","9"
"SAR","8","10"
"SAR","11","12"
"SWF","6","9"
