"Track","RaceNumber","HorsesRunning"
"AQU","5","11"
"AQU","6","9"
"AQU","8","10"
"CT","4","12"
"CT","5","9"
"CT","6","12"
"CT","7","9"
"CT","9","12"
"DED","1","11"
"DED","3","9"
"DED","4","9"
"DED","6","9"
"DED","7","9"
"DED","9","10"
"EQA","1","9"
"EQA","2","9"
"EQA","5","10"
"EQC","3","11"
"FG","1","9"
"FG","2","10"
"FG","6","13"
"FG","8","16"
"FG","9","10"
"GP","1","10"
"GP","5","11"
"GP","8","9"
"GP","9","9"
"HOU","3","11"
"HOU","5","10"
"HOU","6","12"
"HOU","7","10"
"HOU","8","10"
"HOU","9","10"
"KDF","3","24"
"LRL","5","9"
"LRL","6","9"
"LRL","9","9"
"LRL","10","10"
"MR","1","9"
"MR","6","9"
"MR","7","11"
"MR","8","12"
"MVR","8","9"
"OP","1","10"
"OP","2","9"
"OP","3","14"
"OP","5","10"
"OP","6","10"
"OP","7","12"
"OP","8","11"
"OP","9","11"
"PEN","3","9"
"PEN","8","9"
"SA","9","11"
"SUN","3","12"
"SUN","5","12"
"SUN","6","10"
"SUN","7","12"
"TAM","5","9"
"TAM","7","9"
"TAM","9","14"
"TP","1","10"
"TP","2","12"
"TP","3","14"
"TP","4","13"
"TP","5","14"
"TP","6","14"
"TP","7","11"
"TP","8","10"
"TP","9","9"
"TP","10","14"
"TUP","1","12"
"TUP","5","10"
"TUP","6","10"
"TUP","7","10"
"TUP","8","12"
