"Track","RaceNumber","HorsesRunning"
"ARP","1","9"
"ARP","2","10"
"ARP","6","11"
"ARP","7","9"
"ARP","8","12"
"CBY","2","9"
"CBY","5","12"
"CBY","6","12"
"CBY","7","11"
"CBY","8","9"
"CBY","9","11"
"CBY","10","9"
"DEL","2","14"
"DEL","4","10"
"DEL","5","14"
"DEL","7","14"
"FMT","8","10"
"FMT","9","10"
"FMT","10","10"
"FMT","12","10"
"FP","1","10"
"FP","2","10"
"FP","3","10"
"FP","4","9"
"FP","5","10"
"FP","6","9"
"FP","7","10"
"IND","5","9"
"IND","6","11"
"IND","8","12"
"IND","9","12"
"IND","10","12"
"LAD","2","10"
"LAD","4","14"
"LAD","6","9"
"LAD","7","9"
"LS","1","12"
"LS","2","9"
"LS","5","10"
"LS","6","12"
"LS","8","11"
"MNR","1","13"
"MNR","2","10"
"MNR","3","10"
"MNR","8","9"
"PRM","2","10"
"PRX","3","9"
"PRX","4","12"
"PRX","6","11"
"PRX","7","12"
"PRX","9","14"
"TDN","1","10"
"TDN","2","9"
"TDN","4","11"
"TDN","5","11"
"TDN","6","10"
"TDN","7","10"
