"Track","RaceNumber","HorsesRunning"
"ARP","3","9"
"ARP","6","9"
"ARP","8","15"
"CBY","4","9"
"CBY","5","9"
"CBY","6","10"
"CBY","8","10"
"DEL","4","11"
"DEL","5","12"
"DEL","6","11"
"DEL","7","9"
"FL","2","9"
"FL","3","12"
"FL","4","16"
"FL","5","12"
"FL","6","13"
"FL","7","13"
"FL","8","16"
"FL","9","14"
"FMT","8","10"
"FMT","9","9"
"FMT","10","10"
"FMT","11","10"
"FMT","13","10"
"FP","2","9"
"FP","3","9"
"FP","5","10"
"FP","6","9"
"FP","7","10"
"IND","3","10"
"IND","5","10"
"IND","6","12"
"IND","7","9"
"IND","8","14"
"IND","9","11"
"LAD","2","12"
"LAD","4","10"
"LAD","5","9"
"LAD","6","10"
"LAD","7","10"
"LS","1","12"
"LS","2","9"
"LS","3","9"
"LS","4","9"
"LS","6","11"
"LS","9","11"
"MNR","1","14"
"MNR","5","9"
"MNR","9","11"
"PRM","12","9"
"PRX","2","9"
"PRX","4","10"
"PRX","6","13"
"PRX","7","9"
"PRX","8","14"
"PRX","10","13"
"TDN","1","9"
"TDN","3","10"
"TDN","5","9"
