"Track","RaceNumber","HorsesRunning"
"AQU","1","11"
"AQU","2","16"
"AQU","4","12"
"AQU","6","9"
"AQU","7","10"
"AQU","9","10"
"AQU","10","13"
"CD","1","15"
"CD","2","14"
"CD","4","13"
"CD","5","16"
"CD","6","13"
"CD","7","9"
"CD","8","12"
"CD","9","10"
"CD","10","11"
"CD","11","9"
"CD","12","16"
"CT","3","9"
"CT","6","9"
"CT","8","11"
"DED","1","12"
"DED","2","10"
"DED","3","12"
"DED","4","12"
"DED","5","12"
"DED","6","10"
"DED","7","11"
"DED","8","11"
"DED","9","12"
"DMR","1","11"
"DMR","3","10"
"DMR","5","13"
"DMR","6","11"
"DMR","7","13"
"DMR","8","10"
"DMR","9","13"
"FG","1","12"
"FG","3","9"
"FG","4","16"
"FG","5","14"
"FG","6","13"
"FG","7","11"
"FG","8","9"
"FG","9","14"
"FG","10","14"
"GPW","1","12"
"GPW","5","11"
"GPW","6","10"
"GPW","7","16"
"GPW","8","9"
"GPW","9","11"
"GPW","10","16"
"HAW","1","12"
"HAW","3","11"
"HAW","5","9"
"HAW","6","10"
"HAW","8","12"
"LRL","2","12"
"LRL","3","10"
"LRL","4","10"
"LRL","5","9"
"LRL","6","14"
"LRL","7","9"
"LRL","8","10"
"LRL","9","12"
"LS","1","10"
"LS","2","12"
"LS","3","12"
"LS","4","12"
"LS","5","12"
"LS","7","10"
"LS","9","10"
"LS","10","10"
"LS","11","10"
"LS","12","12"
"MVR","4","9"
"MVR","5","10"
"MVR","6","11"
"MVR","7","11"
"MVR","8","13"
"RP","9","11"
"TAM","4","13"
"TAM","5","12"
"TAM","6","14"
"TAM","8","12"
"TAM","9","13"
"TAM","10","12"
