"Track","RaceNumber","HorsesRunning"
"DED","1","9"
"DED","2","10"
"DED","3","12"
"DED","4","11"
"DED","5","10"
"DED","6","9"
"DED","7","11"
"DED","8","12"
"DED","9","12"
"MNR","1","14"
"MNR","2","13"
"MNR","4","10"
"MNR","5","12"
"MNR","6","10"
"MNR","9","14"
"MVR","2","9"
"MVR","3","11"
"MVR","4","9"
"MVR","5","11"
"MVR","6","10"
"MVR","7","12"
"MVR","8","14"
"MVR","9","12"
"PRX","1","9"
"PRX","2","10"
"PRX","3","9"
"PRX","4","11"
"PRX","5","10"
"PRX","6","10"
"PRX","7","14"
"PRX","8","10"
"PRX","9","9"
"PRX","10","12"
