"Track","RaceNumber","HorsesRunning"
"AP","7","9"
"BTP","4","9"
"BTP","5","14"
"BTP","7","9"
"BTP","8","15"
"CT","5","14"
"CT","8","10"
"DEL","3","11"
"DEL","6","14"
"DEL","8","11"
"DMR","3","9"
"DMR","4","9"
"DMR","5","11"
"DMR","8","11"
"EVD","6","9"
"EVD","8","10"
"IND","3","9"
"IND","5","9"
"IND","6","13"
"IND","7","10"
"IND","8","13"
"IND","9","12"
"IND","10","11"
"IND","11","11"
"PID","8","9"
"RAS","1","11"
"RAS","2","22"
"RAS","3","20"
"RAS","5","16"
"RAS","6","12"
"RAS","7","15"
"SAR","3","9"
"SAR","7","11"
"SAR","8","11"
"SAR","10","14"
