"Track","RaceNumber","HorsesRunning"
"BEL","6","9"
"BEL","9","15"
"CBY","6","9"
"EDR","5","9"
"EDR","6","9"
"EDR","7","9"
"EDR","8","10"
"ELP","5","10"
"ELP","7","9"
"ELP","8","10"
"ENG-CTM","2","9"
"ENG-CTM","3","9"
"ENG-CTM","4","9"
"ENG-CTM","6","9"
"ENG-CTM","7","13"
"GP","5","15"
"GP","10","11"
"LAD","3","9"
"LAD","4","10"
"LAD","5","12"
"LAD","7","10"
"LRC","8","10"
"LS","7","9"
"LS","11","9"
"MNR","1","12"
"MNR","2","11"
"MNR","3","12"
"MNR","8","10"
"MTH","3","13"
"MTH","5","16"
"MTH","7","9"
"MTH","8","9"
"MTH","9","9"
"MTH","10","10"
"MTH","11","9"
"PIM","8","9"
"PLN","8","9"
"PRM","1","10"
"PRM","2","9"
"RUI","5","10"
"RUI","10","9"
"WYO","1","10"
"WYO","5","10"
"WYO","7","10"
"WYO","8","10"
"WYO","9","10"
