"Track","RaceNumber","HorsesRunning"
"AQU","1","14"
"AQU","3","14"
"AQU","4","9"
"AQU","6","15"
"AQU","7","10"
"AQU","8","10"
"AQU","10","15"
"CD","3","10"
"CD","7","13"
"CD","10","18"
"DMR","5","9"
"DMR","6","9"
"DMR","9","14"
"GG","6","13"
"GG","8","10"
"GG","9","13"
"GPW","3","16"
"GPW","7","11"
"GPW","8","9"
"HAW","1","10"
"HAW","3","12"
"HAW","4","9"
"HAW","5","12"
"HAW","6","9"
"HAW","8","10"
"LRL","2","9"
"LRL","5","10"
"LRL","6","9"
"LRL","7","9"
"LS","1","12"
"LS","2","12"
"LS","3","10"
"LS","6","12"
"LS","8","12"
"LS","9","12"
"LS","10","10"
"LS","11","10"
"LS","12","12"
"MNR","1","10"
"MNR","4","9"
"MNR","5","9"
"MNR","7","9"
"MNR","9","13"
