"Date","TrackID","RaceNumber","surfaceDescription","HorseName","ProgramNumber","PostPos","MLodds","JockeyFullName","trainerFullName"
"2021-04-01","AQU","1","Dirt","Misspotofgold"," 1 ","1","15-1","Jalon Samuel","Clarence King"
"2021-04-01","AQU","1","Dirt","Road to Remember"," 2 ","2","8-1","Trevor McCarthy","Natalia Lynch"
"2021-04-01","AQU","1","Dirt","Vivazano"," 3 ","3","8-5","Manuel Franco","Philip Gleaves"
"2021-04-01","AQU","1","Dirt","Electric Youth"," 4 ","4","9-5","Jose Ortiz","John Kimmel"
"2021-04-01","AQU","1","Dirt","Dom's Feisty Girl"," 5 ","5","3-1","Irad Ortiz, Jr.","Gary Sciacca"
"2021-04-01","AQU","1","Dirt","Papi's Baby Girl"," 6 ","6","15-1","Carol Cedeno","Juan Vazquez"
"2021-04-01","AQU","1","Dirt","Steppin' Hawk"," 7 ","7","20-1","Heman Harkie","Oliver Hosang, Jr."
"2021-04-01","AQU","2","Dirt","Bowing Snowman"," 1 ","1","6-1","Manuel Franco","Linda Rice"
"2021-04-01","AQU","2","Dirt","Scotty"," 2 ","2","5-2","Eric Cancel","Jeremiah Englehart"
"2021-04-01","AQU","2","Dirt","Bellamy Dolce"," 3 ","3","4-1","Irad Ortiz, Jr.","Bruce Levine"
"2021-04-01","AQU","2","Dirt","Respect for All"," 4 ","4","2-1","Trevor McCarthy","John Toscano, Jr."
"2021-04-01","AQU","2","Dirt","Ghost Stalker"," 5 ","5","9-2","Luis Cardenas","George Weaver"
"2021-04-01","AQU","2","Dirt","Ohyoudidntknow"," 6 ","6","6-1","Kendrick Carmouche","Thomas Morley"
"2021-04-01","AQU","3","Dirt","Not Phar Now","1  ","2","9-5","Kendrick Carmouche","Rob Atras"
"2021-04-01","AQU","3","Dirt","Montauk Daddy","1A ","5","9-5","Kendrick Carmouche","Rob Atras"
"2021-04-01","AQU","3","Dirt","Mr Phil","2  ","1","5-1","Jose Ortiz","James Ryerson"
"2021-04-01","AQU","3","Dirt","Not That Brady"," 3 ","3","12-1","Luis Rodriguez Castro","Lenin Cruz"
