"Track","RaceNumber","HorsesRunning"
"AQU","5","9"
"AQU","8","11"
"EQA","1","11"
"EQA","2","11"
"EQA","3","13"
"EQA","4","10"
"EQA","5","10"
"FG","2","9"
"FG","3","10"
"FG","4","10"
"FG","5","15"
"FG","6","12"
"FG","7","10"
"FG","8","11"
"FG","9","10"
"FON","6","10"
"FON","7","9"
"FON","8","10"
"FON","9","10"
"GG","3","10"
"GP","3","12"
"GP","9","9"
"GP","10","10"
"HOU","1","11"
"HOU","5","10"
"HOU","7","9"
"HOU","10","10"
"KDF","5","24"
"LRL","8","11"
"LRL","9","11"
"OP","1","10"
"OP","2","9"
"OP","4","13"
"OP","5","10"
"OP","6","10"
"OP","9","11"
"PEN","3","9"
"PEN","6","11"
"RP","2","10"
"RP","3","10"
"RP","4","10"
"RP","5","10"
"RP","10","10"
"RP","11","9"
"RP","12","10"
"SA","3","13"
"TAM","1","9"
"TAM","3","11"
"TAM","4","9"
"TAM","5","11"
"TAM","6","9"
"TAM","7","14"
"TAM","9","12"
"TP","2","9"
"TP","4","10"
"TP","5","11"
"TP","8","14"
"TUP","1","11"
"TUP","2","10"
"TUP","7","9"
"TUP","8","11"
"TUP","9","9"
