"Track","RaceNumber","HorsesRunning"
"AP","3","9"
"AP","4","9"
"AP","5","9"
"AP","6","11"
"AP","7","10"
"AP","8","10"
"BTP","3","11"
"BTP","4","9"
"BTP","6","10"
"BTP","8","12"
"CBY","6","9"
"CBY","7","9"
"CT","6","9"
"CT","7","9"
"CT","8","9"
"DEL","3","10"
"DEL","5","14"
"DEL","7","12"
"DEL","8","11"
"EMD","8","10"
"EMD","9","9"
"GP","1","13"
"GP","2","15"
"GP","4","15"
"GP","6","12"
"GP","7","9"
"GP","9","12"
"IND","4","12"
"IND","6","10"
"IND","8","14"
"IND","9","10"
"IND","10","9"
"IND","11","12"
"KD","1","11"
"KD","2","12"
"KD","3","9"
"KD","4","10"
"KD","5","14"
"KD","6","13"
"KD","7","12"
"KD","8","15"
"KD","9","16"
"KD","10","16"
"LRL","2","10"
"LRL","4","10"
"LRL","6","16"
"LRL","8","11"
"PID","1","13"
"PID","2","11"
"PID","4","14"
"PID","6","11"
"PID","7","9"
"PID","8","14"
"RP","2","10"
"RP","3","9"
"RP","4","12"
"RP","5","10"
"RP","6","13"
"RP","7","12"
"RP","8","10"
"RP","9","9"
"TDN","4","12"
