"Date","TrackID","Raceclass","RaceNumber","HorseName","MorningLine","ProgramNumber","PostPos","Medication","SireName"
"2021-01-20","DED","MAIDEN CLAIMING($20,000) ","1","Chief Falcon","15-1"," 1 ","1","FTL","Fed Biz"
"2021-01-20","DED","MAIDEN CLAIMING($20,000) ","1","Downeaster Alexa","20-1"," 2 ","2","FTL","Doctor Chit"
"2021-01-20","DED","MAIDEN CLAIMING($20,000) ","1","Falyn's Gold Ruler","8-1"," 4 ","4","FTL","Ruler's Court"
"2021-01-20","DED","MAIDEN CLAIMING($20,000) ","1","Candy's Parade","8-1"," 8 ","8","FTL","Candy Ride*Arg"
"2021-01-20","DED","MAIDEN CLAIMING($20,000) ","1","Poseidon's Queen","6-1"," 9 ","9","FTL","Poseidon's Warrior"
"2021-01-20","DED","MAIDEN SPECIAL WEIGHT ","3","Hot Le Roy","20-1"," 6 ","6","FTL","Curlin to Mischief"
"2021-01-20","DED","MAIDEN SPECIAL WEIGHT ","3","Full Power","10-1"," 7 ","7","FTL","Sum of the Parts"
"2021-01-20","DED","MAIDEN SPECIAL WEIGHT ","3","Gold Punch","5-1","10 ","10","FTL","Goldencents"
"2021-01-20","DED","MAIDEN CLAIMING($10,000) ","6","Star's Gold Mine","8-1"," 5 ","5","FTL","Grand Appointment"
"2021-01-20","GP","MAIDEN CLAIMING($16,000) ","1","Neverenoughcoco","20-1"," 2 ","2","FTL","He's Had Enough"
"2021-01-20","GP","MAIDEN CLAIMING($16,000) ","1","El Afortunado","2-1"," 3 ","3","FTL","Carpe Diem"
"2021-01-20","GP","MAIDEN CLAIMING($16,000) ","1","Military Commander","20-1"," 4 ","4","FTL","War Dancer"
"2021-01-20","GP","MAIDEN CLAIMING($16,000) ","1","Keepyourguardup","20-1"," 6 ","6","FTL","Lea"
"2021-01-20","GP","MAIDEN CLAIMING($16,000) ","1","Political Riot","20-1"," 8 ","8","FTL","Two Step Salsa"
"2021-01-20","GP","MAIDEN CLAIMING($16,000) ","1","Figo","8-5"," 9 ","9","FTL","Twirling Candy"
