"Track","RaceNumber","HorsesRunning"
"AP","7","9"
"AP","8","11"
"BTP","7","13"
"CT","3","10"
"CT","4","11"
"CT","6","10"
"CT","7","9"
"DED","1","10"
"DED","3","10"
"DED","5","10"
"DED","7","9"
"DED","8","9"
"DED","9","10"
"DED","10","10"
"DMR","5","9"
"DMR","6","11"
"DMR","7","14"
"DMR","8","10"
"DMR","9","9"
"DMR","10","14"
"DMR","11","14"
"ELP","6","10"
"ELP","8","16"
"ELP","9","11"
"EQA","1","13"
"EQA","3","9"
"EQA","4","16"
"EQA","5","13"
"EVD","6","9"
"EVD","7","13"
"EVD","8","9"
"EVD","9","9"
"FMT","5","9"
"FMT","6","10"
"FMT","7","10"
"FMT","8","9"
"FMT","9","10"
"FMT","10","10"
"FMT","12","10"
"FMT","13","10"
"GP","1","12"
"GP","3","11"
"GP","4","12"
"GP","6","12"
"GP","9","16"
"LRL","2","10"
"LRL","4","9"
"LRL","5","9"
"LRL","6","13"
"LRL","7","9"
"LRL","8","13"
"MTH","2","10"
"MTH","6","9"
"PEN","1","10"
"PEN","2","12"
"PEN","3","10"
"PEN","11","9"
"PLN","7","9"
"PRM","1","10"
"PRM","12","11"
"RET","1","10"
"RET","5","10"
"RET","6","10"
"RET","8","9"
"RET","9","10"
"RET","10","10"
"RUI","1","12"
"RUI","3","12"
"RUI","5","10"
"RUI","8","9"
"RUI","9","11"
"RUI","10","10"
"SAR","5","10"
"SAR","6","9"
"SAR","7","11"
"SAR","8","9"
"SAR","10","16"
