"Track","RaceNumber","HorsesRunning"
"CBY","3","11"
"CBY","5","16"
"CBY","6","9"
"CBY","7","15"
"CBY","8","11"
"CBY","9","12"
"DED","1","10"
"DED","3","10"
"DED","4","10"
"DED","5","10"
"DED","6","10"
"DED","7","10"
"DED","8","10"
"DED","9","10"
"DED","10","10"
"FP","3","10"
"FP","5","10"
"FP","7","9"
"GRP","3","9"
"GRP","6","10"
"GRP","7","10"
"IND","4","9"
"IND","5","9"
"IND","6","11"
"IND","7","11"
"IND","8","14"
"IND","9","11"
"IND","10","12"
"LAD","5","10"
"MNR","1","9"
"MNR","2","9"
"MNR","8","9"
"PRX","8","10"
"PRX","11","11"
"TDN","4","9"
"WRD","1","9"
"WRD","3","10"
"WRD","8","9"
"WRD","10","11"
