"Track","RaceNumber","HorsesRunning"
"AQU","4","10"
"AQU","5","9"
"AQU","6","10"
"AQU","8","14"
"AQU","9","12"
"CT","5","9"
"CT","8","10"
"EQC","3","10"
"EQC","4","10"
"FG","3","12"
"FG","5","13"
"FG","7","10"
"FG","8","10"
"FG","9","9"
"FG","10","9"
"FON","8","10"
"GG","9","10"
"GP","1","10"
"GP","2","10"
"GP","5","11"
"GP","7","11"
"GP","8","9"
"GP","10","11"
"GP","11","9"
"GP","12","12"
"GP","13","11"
"GP","14","10"
"HOU","3","10"
"HOU","4","11"
"HOU","5","10"
"HOU","7","12"
"HOU","8","10"
"HOU","9","9"
"HOU","12","12"
"LAD","1","9"
"LAD","3","9"
"LAD","5","10"
"LAD","7","10"
"LRL","5","11"
"LRL","6","11"
"LRL","7","12"
"LRL","8","9"
"MVR","4","9"
"MVR","6","9"
"MVR","7","9"
"MVR","8","9"
"OP","1","9"
"OP","2","13"
"OP","3","10"
"OP","4","10"
"OP","5","14"
"OP","6","14"
"OP","8","9"
"OP","9","14"
"OP","11","14"
"SA","6","10"
"SA","7","9"
"SA","9","10"
"TAM","5","11"
"TAM","6","11"
"TAM","8","13"
"TAM","10","9"
"TP","1","10"
"TP","2","14"
"TP","3","10"
"TP","4","12"
"TP","5","14"
"TP","6","12"
"TP","7","11"
"TP","8","14"
