"Track","RaceNumber","HorsesRunning"
"AQU","3","11"
"AQU","5","11"
"AQU","6","13"
"AQU","8","11"
"AQU","9","16"
"CD","5","11"
"CD","9","10"
"CT","5","10"
"CT","6","9"
"CT","7","10"
"CT","8","9"
"DED","1","9"
"DED","3","9"
"DED","4","11"
"DED","8","10"
"DED","9","11"
"EVD","6","9"
"FL","7","9"
"FL","8","9"
"GP","1","10"
"GP","3","9"
"GP","6","10"
"GP","8","10"
"IND","2","9"
"IND","3","10"
"IND","4","9"
"IND","5","10"
"IND","6","10"
"IND","7","12"
"IND","8","13"
"IND","9","12"
"LRL","1","13"
"LRL","4","9"
"LRL","5","16"
"LRL","6","9"
"LRL","8","10"
"RP","6","12"
"RP","7","14"
"RP","8","10"
"RP","9","12"
