"Track","RaceNumber","HorsesRunning"
"AQU","5","9"
"AQU","8","9"
"CT","7","10"
"CT","8","10"
"CT","9","9"
"DED","1","10"
"DED","6","12"
"DED","7","10"
"DED","8","9"
"DED","9","10"
"DED","10","12"
"FG","1","9"
"FG","2","9"
"FG","4","11"
"FG","6","10"
"FG","8","9"
"FG","9","12"
"GP","5","12"
"GP","9","10"
"GP","10","14"
"HOU","1","10"
"HOU","3","10"
"HOU","4","9"
"HOU","5","14"
"HOU","6","11"
"HOU","7","11"
"HOU","11","12"
"HOU","12","10"
"LRL","5","10"
"LRL","6","10"
"LRL","7","9"
"LRL","9","10"
"LRL","10","14"
"OP","2","14"
"OP","4","14"
"OP","5","14"
"OP","6","13"
"OP","7","14"
"OP","9","9"
"TP","1","10"
"TP","2","9"
"TP","3","13"
"TP","4","14"
"TP","5","14"
"TP","7","13"
"TP","8","14"
"TUP","1","12"
"TUP","5","9"
"TUP","6","11"
"TUP","7","10"
"TUP","8","9"
"TUP","9","10"
