"Date","TrackID","RaceNumber","surfaceDescription","HorseName","ProgramNumber","PostPos","MLodds","JockeyFullName","trainerFullName"
"2020-06-25","BEL","1","Inner turf","Dream Chasing"," 1 ","1","3-1","Manuel Franco","Christophe Clement"
"2020-06-25","BEL","1","Inner turf","Midnight Banker"," 2 ","2","6-1","Eric Cancel","Gary Gullo"
"2020-06-25","BEL","1","Inner turf","Cemetery V I P"," 3 ","3","12-1","Reylu Gutierrez","Bruce Brown"
"2020-06-25","BEL","1","Inner turf","Love Me Tomorrow"," 4 ","4","10-1","Dylan Davis","A. Avila"
"2020-06-25","BEL","1","Inner turf","Fusi"," 5 ","5","8-1","Junior Alvarado","Rob Atras"
"2020-06-25","BEL","1","Inner turf","High School Crush"," 6 ","6","10-1","Luis Cardenas","Gary Sciacca"
"2020-06-25","BEL","1","Inner turf","Queentigua"," 7 ","7","12-1","Benjamin Hernandez","Luis Miranda"
"2020-06-25","BEL","1","Inner turf","Vinita"," 8 ","8","8-1","Luis Cardenas","Thomas Albertrani"
"2020-06-25","BEL","1","Inner turf","Plink Freud"," 9 ","9","5-2","Jose Ortiz","Thomas Bush"
"2020-06-25","BEL","1","Inner turf","Gringotts","10 ","10","15-1","Kendrick Carmouche","Chris Englehart"
"2020-06-25","BEL","1","Inner turf","Graetz","11 ","11","9-2","Luis Saez","H. Bond"
"2020-06-25","BEL","2","Dirt","Mandatory Payout"," 1 ","1","9-2","Jose Ortiz","James Ryerson"
"2020-06-25","BEL","2","Dirt","Chuckles"," 2 ","2","10-1","Junior Alvarado","Chris Englehart"
"2020-06-25","BEL","2","Dirt","Our American Star"," 3 ","3","20-1","Hector Diaz, Jr.","Lolita Shivmangal"
"2020-06-25","BEL","2","Dirt","Implied Volatility"," 4 ","4","8-1","Jorge Vargas, Jr.","Rudy Rodriguez"
"2020-06-25","BEL","2","Dirt","Mental Model"," 5 ","5","7-2","Luis Cardenas","Linda Rice"
