"Track","RaceNumber","HorsesRunning"
"CT","4","10"
"CT","5","10"
"CT","8","11"
"DED","1","12"
"DED","2","9"
"DED","4","9"
"DED","5","10"
"DED","6","10"
"DED","8","12"
"DED","9","10"
"FG","2","10"
"FG","4","9"
"FG","6","15"
"FG","8","16"
"FG","9","9"
"GP","1","9"
"GP","2","12"
"GP","4","9"
"GP","5","9"
"GP","7","9"
"GP","9","11"
"GP","10","11"
"HOU","5","10"
"HOU","7","11"
"HOU","9","11"
"HOU","10","9"
"OP","5","9"
"OP","6","13"
"OP","7","12"
"OP","8","9"
"OP","9","11"
"TP","1","10"
"TP","2","9"
"TP","4","13"
"TP","5","14"
"TP","6","10"
"TP","7","14"
"TP","8","14"
"TUP","2","10"
"TUP","5","9"
"TUP","6","9"
"TUP","7","9"
"TUP","8","10"
"TUP","9","11"
