"Track","RaceNumber","HorsesRunning"
"BEL","2","9"
"BEL","5","10"
"BEL","6","12"
"BEL","9","15"
"CD","7","13"
"CD","9","12"
"CD","10","9"
"CHL","2","11"
"CHL","3","10"
"CHL","4","9"
"EQC","1","9"
"EQC","2","14"
"EQC","3","10"
"EQC","4","9"
"FON","3","10"
"FON","4","10"
"FON","5","9"
"FON","6","9"
"FON","7","10"
"FON","8","10"
"FON","9","10"
"FON","10","10"
"GG","3","9"
"GG","6","9"
"GG","10","11"
"GG","11","14"
"GG","12","9"
"GLN","1","10"
"GP","4","11"
"GP","7","14"
"GP","11","9"
"GP","12","16"
"HAW","5","10"
"HAW","7","11"
"HAW","8","10"
"HOU","1","10"
"HOU","2","9"
"HOU","3","9"
"HOU","4","9"
"HOU","5","9"
"HOU","6","9"
"HOU","7","9"
"HOU","8","9"
"HOU","9","9"
"HOU","11","9"
"LS","1","12"
"LS","2","9"
"LS","4","10"
"LS","5","12"
"LS","6","9"
"LS","7","11"
"LS","8","11"
"LS","9","12"
"OP","1","9"
"OP","3","10"
"OP","4","9"
"OP","6","13"
"OP","8","9"
"OP","11","14"
"PIM","5","11"
"PIM","6","11"
"PIM","7","9"
"PIM","8","14"
"PIM","11","13"
"RP","1","10"
"RP","2","10"
"RP","5","10"
"RP","8","9"
"RP","9","10"
"RP","11","10"
"RP","12","10"
"SA","10","9"
"SA","11","10"
"SAG","1","10"
"SAG","2","9"
"SAG","3","9"
"SAG","4","9"
"SAG","5","9"
"SAG","6","9"
"SAG","7","9"
"SAG","8","9"
"SAG","9","9"
"SAG","11","9"
"SRP","3","9"
"SRP","5","9"
"SRP","6","10"
"SRP","7","11"
"SRP","10","11"
"TAM","7","14"
"TAM","9","12"
"TAM","10","14"
