"Date","TrackID","Raceclass","RaceNumber","HorseName","MorningLine","ProgramNumber","PostPos","Medication","SireName"
"2021-06-05","AP","MAIDEN CLAIMING($20,000) ","1","Baseball Politics","3-1"," 4 ","4","FTL","Midnight Lute"
"2021-06-05","AP","MAIDEN CLAIMING($10,000) ","4","Weekend Pass","5-1"," 6 ","6","FTL","Stay Thirsty"
"2021-06-05","BEL","MAIDEN SPECIAL WEIGHT ","2","Soft Power (FR)","7-2"," 1 ","1","FTL","Invincible Spirit*Ire"
"2021-06-05","BEL","MAIDEN SPECIAL WEIGHT ","2","Migrate","8-1"," 4 ","4","FTL","Candy Ride*Arg"
"2021-06-05","BEL","MAIDEN SPECIAL WEIGHT ","2","Charleston Strong","15-1"," 5 ","5","FTL","Flatter"
"2021-06-05","BEL","MAIDEN SPECIAL WEIGHT ","2","Ghostconqueror","15-1","11 ","11","FTL","Ghostzapper"
"2021-06-05","BEL","ALLOWANCE ","12","Big Time Lady","8-1","1A ","8","FTL","Big Brown"
"2021-06-05","BEL","ALLOWANCE OPTIONAL CLAIMING($80,000) ","13","Hard Love","7-2","2  ","8","FTL","Kitten's Joy"
"2021-06-05","BEL","ALLOWANCE OPTIONAL CLAIMING($80,000) ","13","Kentucky Pharoah","20-1","4  ","2","FTL","American Pharoah"
"2021-06-05","BEL","ALLOWANCE OPTIONAL CLAIMING($80,000) ","13","Desert Peace","15-1"," 7 ","7","FTL","Curlin"
"2021-06-05","BTP","MAIDEN SPECIAL WEIGHT ","2","War Moon","5-1"," 2 ","2","FTL","War Correspondent"
"2021-06-05","DEL","WAIVER MAIDEN CLAIMING($20,000) ","3","Sunday Swagger","5-1"," 2 ","2","FTL","Fed Biz"
"2021-06-05","DEL","WAIVER MAIDEN CLAIMING($20,000) ","3","Melodious Singer","6-1"," 3 ","3","FTL","Fort Larned"
"2021-06-05","DEL","WAIVER MAIDEN CLAIMING($20,000) ","3","Mose Definitely","9-2"," 4 ","4","FTL","Mosler"
"2021-06-05","DEL","WAIVER MAIDEN CLAIMING($20,000) ","3","Philly Creed","7-2"," 5 ","5","FTL","Jimmy Creed"
"2021-06-05","DEL","WAIVER MAIDEN CLAIMING($20,000) ","3","Promise of Joy","15-1"," 7 ","7","FTL","Daredevil"
"2021-06-05","DEL","WAIVER MAIDEN CLAIMING($20,000) ","3","Cocktails At Eight","12-1","10 ","10","FTL","Big Drama"
"2021-06-05","EQC","MAIDEN SPECIAL WEIGHT ","3","Lansdowne (GB)","5-2"," 7 ","7","FTL","Markaz*Ire"
"2021-06-05","EVD","MAIDEN SPECIAL WEIGHT ","1","Buckley Bunny","7-2","1  ","1","FTL","Iron Fist"
"2021-06-05","EVD","MAIDEN SPECIAL WEIGHT ","1","Last Native Cat","7-2","1A ","6","FTL","D'wildcat"
"2021-06-05","EVD","MAIDEN SPECIAL WEIGHT ","1","True Deal","8-1"," 2 ","2","FTL","El Deal"
"2021-06-05","EVD","MAIDEN SPECIAL WEIGHT ","1","Grunt","2-1"," 3 ","3","FTL","Custom for Carlos"
"2021-06-05","FAN","MAIDEN SPECIAL WEIGHT ","1","Dang It Briscoe","9-2"," 2 ","2","FTL","Karakontie*Jpn"
"2021-06-05","FAN","MAIDEN SPECIAL WEIGHT ","1","Think Blue","7-2"," 3 ","3","FTL","Gormley"
"2021-06-05","FAN","MAIDEN SPECIAL WEIGHT ","1","Layton the Day","5-2"," 4 ","4","FTL","Tamarkuz"
