"Date","TrackID","RaceNumber","surfaceDescription","HorseName","ProgramNumber","PostPos","MLodds","JockeyFullName","trainerFullName"
"2021-09-23","AP","1","All Weather Track","Lady Express"," 1 ","1","20-1","Elizabeth Thurman","Rhonda Thurman"
"2021-09-23","AP","1","All Weather Track","Godsgift"," 2 ","2","8-1","Javier Tavares","Joel Zawitz"
"2021-09-23","AP","1","All Weather Track","Singing Alli"," 3 ","3","20-1","Emmanuel Giles","Dino DiZeo"
"2021-09-23","AP","1","All Weather Track","Nice and True"," 4 ","4","6-1","Jose Lopez","Blanca Candelas"
"2021-09-23","AP","1","All Weather Track","Rachelgotstephen"," 5 ","5","4-1","Christopher Emigh","Frank Kirby"
"2021-09-23","AP","1","All Weather Track","Rejoice an Be Glad"," 6 ","6","12-1","Javier Diego","Rhonda Thurman"
"2021-09-23","AP","1","All Weather Track","Wildwood Maggie"," 7 ","7","8-1","Constantino Roman","Joel Campbell"
"2021-09-23","AP","1","All Weather Track","Constancia"," 8 ","8","6-1","Victor Severino","Ramon Aguayo"
"2021-09-23","AP","1","All Weather Track","Miss Surprise"," 9 ","9","7-2","Samuel Camacho, Jr.","Elliot Sullivan"
"2021-09-23","AP","1","All Weather Track","Drama Run","10 ","10","5-1","E. Baird","Michael Reavis"
"2021-09-23","AP","2","Turf","Glitterary"," 1 ","1","10-1","Samuel Camacho, Jr.","Hugh Robertson"
"2021-09-23","AP","2","Turf","Northern Alliance"," 2 ","2","12-1","Edgar Perez","Hugo Rodriguez"
"2021-09-23","AP","2","Turf","April's Gem"," 3 ","3","8-1","Shannon Uske","David Reid"
"2021-09-23","AP","2","Turf","Rapid Transit"," 4 ","4","9-2","Victor Santiago","Dee Poulos"
"2021-09-23","AP","2","Turf","Smack"," 5 ","5","5-2","Constantino Roman","Michael Reavis"
"2021-09-23","AP","2","Turf","Windy City Girl"," 6 ","6","3-1","E. Baird","Larry Rivelli"
"2021-09-23","AP","2","Turf","City Fun"," 7 ","7","20-1","Julio Felix","John Wainwright"
"2021-09-23","AP","2","Turf","White Lies"," 8 ","8","20-1","Sophie Doyle","Patti Miller"
"2021-09-23","AP","2","Turf","Zandrea's"," 9 ","9","5-1","Javier Tavares","Eduardo Rodriguez"
"2021-09-23","AP","3","All Weather Track","Policy Option"," 1 ","1","15-1","Julio Felix","Hugo Rodriguez"
"2021-09-23","AP","3","All Weather Track","High Spirits"," 2 ","2","12-1","Victor Santiago","Dee Poulos"
"2021-09-23","AP","3","All Weather Track","Two Worlds"," 3 ","3","15-1","Christopher Emigh","John Wainwright"
"2021-09-23","AP","3","All Weather Track","Sliabh Aughty (FR)"," 4 ","4","6-1","Rocco Bowen","Conor Murphy"
"2021-09-23","AP","3","All Weather Track","Bulldog of Bergen"," 5 ","5","20-1","Shannon Uske","Rodolfo Aguilar"
"2021-09-23","AP","3","All Weather Track","P H Factor"," 6 ","6","2-1","E. Baird","Larry Rivelli"
"2021-09-23","AP","3","All Weather Track","Can't Hide From Me"," 7 ","7","4-1","Jose Lopez","Michael Reavis"
"2021-09-23","AP","3","All Weather Track","Jeff the Lion"," 8 ","8","7-2","Constantino Roman","Michele Boyce"
"2021-09-23","AP","3","All Weather Track","Go for Sherrie"," 9 ","9","8-1","Javier Tavares","Steve Manley"
"2021-09-23","AP","4","Turf","Etched in Stone"," 1 ","1","3-1","Christopher Emigh","Larry Rivelli"
"2021-09-23","AP","4","Turf","City Drifter"," 2 ","2","7-5","Jose Lopez","Christopher Davis"
"2021-09-23","AP","4","Turf","Richy"," 3 ","3","6-1","Shannon Uske","James Gulick"
"2021-09-23","AP","4","Turf","Dream Keeper"," 4 ","4","12-1","Julio Felix","Michele Boyce"
"2021-09-23","AP","4","Turf","Power Through"," 5 ","5","15-1","Samuel Camacho, Jr.","Chris Block"
"2021-09-23","AP","4","Turf","Upbeat Melody"," 6 ","6","10-1","Rocco Bowen","Alexis Claire"
"2021-09-23","AP","4","Turf","Valiant Vinny"," 7 ","7","7-2","E. Baird","Larry Rivelli"
"2021-09-23","AP","5","Turf","The Green Mo'ster"," 1 ","1","12-1","Julio Felix","Eduardo Rodriguez"
"2021-09-23","AP","5","Turf","King Tito"," 2 ","2","20-1","Edgar Perez","Hugo Rodriguez"
"2021-09-23","AP","5","Turf","Clear N Convincing"," 3 ","3","9-2","E. Baird","Larry Rivelli"
"2021-09-23","AP","5","Turf","Bourbon Tan"," 4 ","4","15-1","Eduardo Gallardo","Oscar Sanchez"
"2021-09-23","AP","5","Turf","Biarritz"," 5 ","5","8-1","Constantino Roman","Tanner Tracy"
"2021-09-23","AP","5","Turf","Grandal"," 6 ","6","7-2","Rocco Bowen","Christopher Davis"
"2021-09-23","AP","5","Turf","Smokin Richie"," 7 ","7","5-1","Christopher Emigh","Larry Rivelli"
"2021-09-23","AP","5","Turf","Tuff Attack"," 8 ","8","9-2","Javier Tavares","Vance Childers"
"2021-09-23","AP","5","Turf","Take Me Up Brady"," 9 ","9","6-1","Sophie Doyle","Dino DiZeo"
"2021-09-23","AP","5","Turf","Master Guns","10 ","10","12-1","Samuel Camacho, Jr.","Hugh Robertson"
"2021-09-23","AP","6","All Weather Track","High On Sugar"," 1 ","1","10-1","Javier Ortega","Leonard Slager"
"2021-09-23","AP","6","All Weather Track","Angelino"," 2 ","2","6-1","E. Baird","Larry Rivelli"
"2021-09-23","AP","6","All Weather Track","Kearny County"," 3 ","3","30-1","Constantino Roman","Antonio Meraz"
"2021-09-23","AP","6","All Weather Track","Andrew the Giant"," 4 ","4","20-1","Victor Santiago","Gary Delong"
"2021-09-23","AP","6","All Weather Track","Driver Dan"," 5 ","5","12-1","Jose Lopez","Earl Hughes"
"2021-09-23","AP","6","All Weather Track","Behind Enemy Lines"," 6 ","6","30-1","Albert Lopez","Gerald Butler"
"2021-09-23","AP","6","All Weather Track","Justenufftuff"," 7 ","7","8-1","Javier Tavares","Frank Randazzo, Jr."
"2021-09-23","AP","6","All Weather Track","Cappy Hour"," 8 ","8","5-1","Samuel Camacho, Jr.","Elliot Sullivan"
"2021-09-23","AP","6","All Weather Track","Cadet Captain"," 9 ","9","15-1","Julio Felix","Jon Cowan"
"2021-09-23","AP","6","All Weather Track","And Won","10 ","10","3-1","Rocco Bowen","Manny Perez"
"2021-09-23","AP","6","All Weather Track","Memory Bank","11 ","11","9-2","Olaf Hernandez","Doug Matthews"
"2021-09-23","AP","6","All Weather Track","Hannity","12 ","12","10-1","Christopher Emigh","Brittany Vanden Berg"
"2021-09-23","AP","7","Turf","Curlington"," 1 ","1","15-1","Victor Santiago","Lori Plasters"
"2021-09-23","AP","7","Turf","Stallone"," 2 ","2","30-1","Roman Cruz","Vernon Obermeier"
"2021-09-23","AP","7","Turf","War Chest"," 3 ","3","3-1","Edgar Perez","Hugo Rodriguez"
"2021-09-23","AP","7","Turf","Gate Crew"," 4 ","4","5-1","Jose Lopez","Michele Boyce"
"2021-09-23","AP","7","Turf","Bridgekeeper"," 5 ","5","30-1","Albert Lopez","Anthony Granitz"
"2021-09-23","AP","7","Turf","Niles Channel"," 6 ","6","20-1","Sophie Doyle","Dee Poulos"
"2021-09-23","AP","7","Turf","My Bariley"," 7 ","7","12-1","Rocco Bowen","Anthony Granitz"
"2021-09-23","AP","7","Turf","Red Flag Alert"," 8 ","8","8-1","Javier Tavares","Cheryl Winebaugh"
"2021-09-23","AP","7","Turf","Barleewon"," 9 ","9","15-1","Julio Felix","Eduardo Rodriguez"
"2021-09-23","AP","7","Turf","Duchossois","10 ","10","7-2","Christopher Emigh","Brittany Vanden Berg"
"2021-09-23","AP","7","Turf","Kinetic Swagger","11 ","11","5-1","Samuel Camacho, Jr.","Hugh Robertson"
"2021-09-23","AP","7","Turf","Admiral Returns","12 ","12","20-1","Isaiah Wiseman","Frank Kirby"
"2021-09-23","AP","7","Turf","Christian C","13 ","13","7-2","Constantino Roman","Michael Reavis"
"2021-09-23","AP","7","Turf","Pocket Player","14 ","14","30-1","Uriel Lopez","J. Wilborn"
"2021-09-23","AP","8","Turf","Zarmae"," 1 ","1","6-1","Julio Felix","John Wainwright"
"2021-09-23","AP","8","Turf","Dark Wood (IRE)"," 2 ","2","15-1","Olaf Hernandez","Earl Hughes"
"2021-09-23","AP","8","Turf","Dancin Nicky"," 3 ","3","30-1","Victor Severino","Frank Horvath"
"2021-09-23","AP","8","Turf","Dewy's Hit"," 4 ","4","8-5","Jose Lopez","Larry Rivelli"
"2021-09-23","AP","8","Turf","Speak English"," 5 ","5","20-1","Chel-c Bailey","Karyn Wittek"
"2021-09-23","AP","8","Turf","Giant's Forrest"," 6 ","6","10-1","Javier Tavares","Jeffery Jones"
"2021-09-23","AP","8","Turf","Canihaveitlikethat"," 7 ","7","20-1","Albert Lopez","Eduardo Rodriguez"
"2021-09-23","AP","8","Turf","Roar of the Lion"," 8 ","8","7-2","Rocco Bowen","Thomas Swearingen"
"2021-09-23","AP","8","Turf","Wild Fox"," 9 ","9","3-1","Victor Santiago","Scott Becker"
"2021-09-23","ARP","1","Dirt","TAKEACHANCEONME RC"," 1 ","1","10-1","Daniel Aguilar","Howard Rubin"
"2021-09-23","ARP","1","Dirt","UPTOWN RINGOFFIRE"," 2 ","2","15-1","Scott Bethke","Carlos Padilla"
"2021-09-23","ARP","1","Dirt","NAUGHTY GREYLINDA"," 3 ","3","12-1","Jarred Journet","Abel Borg"
"2021-09-23","ARP","1","Dirt","UPTOWN GEORGIE"," 4 ","4","9-2","Travis Wales","Carlos Padilla"
"2021-09-23","ARP","1","Dirt","HAFFIRS SIMONE"," 5 ","5","30-1","Nathan Haar","Howard Rubin"
"2021-09-23","ARP","1","Dirt","RB LIWA"," 6 ","6","9-2","Adrian Ramos","Nicole Ruggeri"
"2021-09-23","ARP","1","Dirt","GOUDURISKE AL BARAKA"," 7 ","7","7-2","John Jude","Nicole Ruggeri"
"2021-09-23","ARP","1","Dirt","SWEET-WAN"," 8 ","8","5-2","Hugo Herrera","Abel Borg"
