"Date","TrackID","Raceclass","RaceNumber","HorseName","MorningLine","ProgramNumber","PostPos","Medication","SireName"
"2020-11-28","DED","MAIDEN SPECIAL WEIGHT ","3","Gimmeasound","5-1"," 1 ","1","FTL","Sound the Alarm"
"2020-11-28","DED","MAIDEN SPECIAL WEIGHT ","3","Bassett","10-1"," 2 ","2","FTL","Court Vision"
"2020-11-28","DED","MAIDEN SPECIAL WEIGHT ","3","Ebony Flash","15-1"," 3 ","3","FTL","Flashpoint"
"2020-11-28","DED","MAIDEN SPECIAL WEIGHT ","3","Adios Carlos","12-1"," 8 ","8","FTL","Custom for Carlos"
"2020-11-28","DED","MAIDEN SPECIAL WEIGHT ","3","Crusader Express","20-1","12 ","12","FTL","Greeley's Galaxy"
"2020-11-28","DED","MAIDEN CLAIMING($10,000) ","9","Laughing Latinos","4-1"," 4 ","4","FTL","Awesome Bet"
"2020-11-28","FG","MAIDEN CLAIMING($12,500) ","1","Shakin Silver","7-2"," 3 ","3","FTL","Shakin It Up"
"2020-11-28","FG","MAIDEN CLAIMING($12,500) ","1","Wicked Alex","9-2"," 4 ","4","FTL","Wicked Strong"
"2020-11-28","FG","MAIDEN CLAIMING($12,500) ","1","Ashleys Biscuit","10-1"," 8 ","8","FTL","Lion's Ransom"
"2020-11-28","FG","MAIDEN CLAIMING($12,500) ","1","R and R Star","12-1"," 9 ","9","FTL","Star Guitar"
"2020-11-28","FG","MAIDEN CLAIMING($12,500) ","1","Muletrain","12-1","10 ","10","FTL","Gold Tribute"
"2020-11-28","FG","MAIDEN CLAIMING($12,500) ","1","Bestbangforyabuck","8-1","11 ","11","FTL","Hakassan*Chi"
"2020-11-28","FG","MAIDEN CLAIMING($10,000) ","4","A Little Guilty","12-1"," 3 ","3","FTL","Guilt Trip"
"2020-11-28","FG","MAIDEN CLAIMING($10,000) ","4","Lil Bad Lil Boujee","5-1"," 5 ","5","FTL","Lone Star Special"
"2020-11-28","FG","MAIDEN SPECIAL WEIGHT ","8","Pie Killer","10-1"," 1 ","1","FTL","Tourist"
"2020-11-28","FG","MAIDEN SPECIAL WEIGHT ","8","Perfect Impression","6-1"," 2 ","2","FTL","Shackleford"
"2020-11-28","FG","MAIDEN SPECIAL WEIGHT ","8","Watrugonnadokaren","6-1"," 3 ","3","FTL","Honor Code"
"2020-11-28","FG","MAIDEN SPECIAL WEIGHT ","8","Morning Frost","9-2"," 4 ","4","FTL","Frosted"
"2020-11-28","FG","MAIDEN SPECIAL WEIGHT ","8","Li'l Tootsie","4-1"," 6 ","6","FTL","Tapiture"
"2020-11-28","FG","MAIDEN SPECIAL WEIGHT ","8","Mariah's Princess","8-1"," 7 ","7","FTL","Ghostzapper"
"2020-11-28","FG","MAIDEN SPECIAL WEIGHT ","8","Cashew","5-1"," 8 ","8","FTL","Outwork"
"2020-11-28","FG","MAIDEN SPECIAL WEIGHT ","8","Paytonsattheplate","20-1"," 9 ","9","FTL","Exaggerator"
