"Track","RaceNumber","HorsesRunning"
"FL","6","10"
"FL","9","9"
"GRP","4","9"
"GRP","5","10"
"GRP","6","10"
"IND","2","14"
"IND","4","10"
"IND","6","12"
"IND","7","11"
"IND","8","13"
"IND","9","14"
"MNR","1","14"
"MNR","2","11"
"MNR","3","11"
"MNR","5","14"
"MNR","7","9"
"MNR","8","11"
"MNR","9","12"
"PID","2","13"
"PID","3","10"
"PID","4","12"
"PID","5","11"
"PID","6","12"
"PID","7","10"
"PID","9","13"
"PRX","4","10"
"PRX","7","9"
"PRX","10","10"
"TDN","3","9"
"ZIA","1","10"
"ZIA","2","12"
"ZIA","3","12"
"ZIA","4","12"
"ZIA","5","12"
"ZIA","6","11"
"ZIA","7","12"
"ZIA","8","12"
"ZIA","9","11"
"ZIA","10","12"
