"Track","RaceNumber","HorsesRunning"
"DED","1","9"
"DED","4","9"
"DED","5","9"
"DED","6","10"
"DED","7","9"
"DED","8","10"
"DED","9","10"
"DEL","3","14"
"DEL","4","14"
"DEL","5","9"
"DEL","6","9"
"FMT","11","9"
"GRP","3","9"
"GRP","6","10"
"IND","6","9"
"IND","8","14"
"IND","9","11"
"IND","10","10"
"LS","1","9"
"LS","4","10"
"LS","6","10"
"LS","7","10"
"LS","8","9"
"LS","9","11"
"MNR","1","12"
"MNR","2","11"
"MNR","6","9"
"MNR","8","12"
"PRM","1","10"
"PRM","2","9"
"PRM","3","10"
"PRM","4","10"
"PRM","5","10"
"PRM","6","9"
"PRX","4","10"
"PRX","5","9"
"PRX","6","11"
"PRX","7","14"
"PRX","9","14"
"PRX","10","12"
"TDN","7","9"
