"Date","TrackID","RaceNumber","surfaceDescription","HorseName","ProgramNumber","PostPos","MLodds","JockeyFullName","trainerFullName"
"2020-10-09","BEL","1","Dirt","Flat Awesome Jenny"," 1 ","1","5-1","Manuel Franco","Mertkan Kantarmaci"
"2020-10-09","BEL","1","Dirt","Daria's Angel"," 2 ","2","7-2","Dylan Davis","Leah Gyarmati"
"2020-10-09","BEL","1","Dirt","Team Win"," 3 ","3","6-1","Luis Saez","Todd Pletcher"
"2020-10-09","BEL","1","Dirt","Awesome Alana"," 4 ","4","6-1","Eric Cancel","Linda Rice"
"2020-10-09","BEL","1","Dirt","Bossy Bride"," 5 ","5","5-2","Junior Alvarado","Rob Atras"
"2020-10-09","BEL","1","Dirt","Maiden Beauty"," 6 ","6","6-1","Kendrick Carmouche","Bruce Brown"
"2020-10-09","BEL","1","Dirt","Stay Fond"," 7 ","7","9-2","Jose Lezcano","Linda Rice"
"2020-10-09","BEL","2","Dirt","Lorenzen"," 1 ","1","30-1","Joey Martinez","Amira Chichakly"
"2020-10-09","BEL","2","Dirt","Kickin' Kirby"," 2 ","2","6-1","Luis Cardenas","Nicholas Zito"
"2020-10-09","BEL","2","Dirt","Southerner"," 3 ","3","8-1","Charlie Marquez","George Weaver"
"2020-10-09","BEL","2","Dirt","Breithorn"," 4 ","4","5-2","Jose Lezcano","Linda Rice"
"2020-10-09","BEL","2","Dirt","Mr. Fidget"," 5 ","5","20-1","Dylan Davis","James Ferraro"
"2020-10-09","BEL","2","Dirt","Anzio Beach"," 6 ","6","6-1","Manuel Franco","Christophe Clement"
"2020-10-09","BEL","2","Dirt","Wild Cat West"," 7 ","7","7-2","Irad Ortiz, Jr.","Rudy Rodriguez"
"2020-10-09","BEL","2","Dirt","Pier Forty"," 8 ","8","4-1","Eric Cancel","Orlando Noda"
"2020-10-09","BEL","2","Dirt","Tri Saint Lorenzo"," 9 ","9","10-1","Kendrick Carmouche","Carlos Martin"
"2020-10-09","BEL","3","Turf","June Ann (IRE)"," 1 ","1","6-1","Eric Cancel","Michelle Nevin"
"2020-10-09","BEL","3","Turf","Sevnteeneightysevn"," 2 ","2","5-1","Manuel Franco","Raymond Handal"
"2020-10-09","BEL","3","Turf","Rapido Gatta"," 3 ","3","15-1","Charlie Marquez","James Ferraro"
"2020-10-09","BEL","3","Turf","Ballerina Showgirl (GB)"," 4 ","4","7-2","Jose Lezcano","Linda Rice"
"2020-10-09","BEL","3","Turf","Zerenia"," 5 ","5","8-1","Luis Saez","John Terranova II"
"2020-10-09","BEL","3","Turf","Roma Carpe"," 6 ","6","50-1","Heman Harkie","Darmindra Dharamjit"
"2020-10-09","BEL","3","Turf","Bastet"," 7 ","7","6-5","Junior Alvarado","William Mott"
