"Track","RaceNumber","HorsesRunning"
"BTP","4","10"
"BTP","7","9"
"CT","8","10"
"DED","3","9"
"DED","5","9"
"DED","8","9"
"DED","9","9"
"DED","10","9"
"DMR","2","11"
"DMR","5","10"
"DMR","7","10"
"DMR","8","9"
"DMR","10","14"
"DMR","11","12"
"ELP","3","9"
"ELP","6","9"
"ELP","7","9"
"ELP","8","11"
"ELP","9","15"
"EQA","1","15"
"EQA","2","10"
"EQA","3","12"
"EQA","4","11"
"EQA","5","16"
"EVD","1","9"
"EVD","4","9"
"EVD","5","11"
"EVD","6","10"
"EVD","9","10"
"GG","5","9"
"GG","8","10"
"GP","1","9"
"GP","5","10"
"GP","7","10"
"GP","8","10"
"GP","10","16"
"LA","4","10"
"LRL","2","14"
"LRL","3","10"
"LRL","5","10"
"LRL","6","15"
"LRL","7","12"
"LRL","8","11"
"LRL","9","9"
"MTH","3","12"
"MTH","5","10"
"PEN","1","10"
"PEN","3","12"
"PEN","9","9"
"PEN","11","9"
"POD","2","10"
"POD","4","10"
"POD","5","10"
"POD","6","10"
"POD","8","10"
"PRM","2","10"
"PRM","3","10"
"RET","2","10"
"RET","3","10"
"RET","4","10"
"RET","5","9"
"RET","6","10"
"RET","7","10"
"RET","9","10"
"RET","10","10"
"RUI","1","12"
"RUI","3","10"
"RUI","4","10"
"RUI","5","10"
"RUI","6","10"
"RUI","8","9"
"RUI","9","9"
"SAR","5","16"
"SAR","7","12"
"SAR","8","10"
"SAR","9","9"
"SAR","10","11"
