"Date","TrackID","Raceclass","RaceNumber","HorseName","MorningLine","ProgramNumber","PostPos","Medication","SireName"
"2021-06-29","AZD","MAIDEN ","1","Cant Catch Aubrey","9-2"," 1 ","1","FTL","Jet Black Patriot"
"2021-06-29","AZD","MAIDEN ","1","Handsome Eagle","2-1"," 3 ","3","FTL","One Handsome Man"
"2021-06-29","AZD","MAIDEN ","1","Oh Whatta Eagle","12-1"," 5 ","5","FTL","One Famous Eagle"
"2021-06-29","AZD","MAIDEN ","1","Zsuzannah","8-1"," 7 ","7","FTL","Hez Fast as Cash"
"2021-06-29","AZD","MAIDEN ","1","Aseparateindividual","6-1"," 8 ","8","FTL","Separatist"
"2021-06-29","AZD","MAIDEN ","1","Already Been Warned","7-2","11 ","11","FTL","Heat Warning"
"2021-06-29","AZD","CLAIMING($8,500) ","3","Major Daylight","7-2"," 6 ","6","FTL","Major Big Time"
"2021-06-29","BTP","MAIDEN SPECIAL WEIGHT ","8","Danzel","8-1"," 1 ","1","FTL","Danza"
"2021-06-29","BTP","MAIDEN SPECIAL WEIGHT ","8","Fleet Kiss","6-1"," 2 ","2","FTL","Texas Red"
"2021-06-29","BTP","MAIDEN SPECIAL WEIGHT ","8","Liveryman","12-1"," 3 ","3","FTL","Mshawish"
"2021-06-29","CBY","MAIDEN SPECIAL WEIGHT ","1","Silent Sailor","4-1"," 1 ","1","FTL","Midshipman"
"2021-06-29","CBY","MAIDEN SPECIAL WEIGHT ","1","North Arm Bay","9-2"," 2 ","2","FTL","Overanalyze"
"2021-06-29","CBY","MAIDEN SPECIAL WEIGHT ","1","Minkota Joy","5-1"," 4 ","4","FTL","Eye of the Leopard"
"2021-06-29","CBY","MAIDEN SPECIAL WEIGHT ","1","Jacks Willie","7-2"," 5 ","5","FTL","Magician*Ire"
"2021-06-29","CBY","MAIDEN SPECIAL WEIGHT ","1","Tiz So Gone","6-1"," 6 ","6","FTL","Tavasco"
"2021-06-29","CBY","MAIDEN SPECIAL WEIGHT ","3","Shaq's My Daddy","8-1"," 1 ","1","FTL","Shackleford"
"2021-06-29","CBY","MAIDEN SPECIAL WEIGHT ","3","Sing N Spurs","8-1"," 2 ","2","FTL","Hakassan*Chi"
"2021-06-29","CBY","MAIDEN SPECIAL WEIGHT ","3","Direct Action","6-1"," 3 ","3","FTL","Bodemeister"
"2021-06-29","CBY","MAIDEN SPECIAL WEIGHT ","3","Overseas Letter","5-2"," 4 ","4","FTL","Shanghai Bobby"
"2021-06-29","CBY","MAIDEN SPECIAL WEIGHT ","3","Nu Nu","4-1"," 7 ","7","FTL","Mucho Macho Man"
"2021-06-29","CBY","MAIDEN SPECIAL WEIGHT ","4","Jeepster","9-2"," 2 ","2","FTL","Tapiture"
"2021-06-29","CBY","MAIDEN SPECIAL WEIGHT ","4","Leslie's Gold","15-1"," 8 ","8","FTL","Curlin to Mischief"
"2021-06-29","CBY","MAIDEN ","9","Caboose On the Loose","15-1"," 6 ","6","FTL","Westover Wildcat"
"2021-06-29","CBY","MAIDEN ","9","Wild West Lady","15-1"," 7 ","7","FTL","Westover Wildcat"
"2021-06-29","CBY","MAIDEN ","10","Karls Dirt Surfin","10-1"," 2 ","2","FTL","Separatist"
"2021-06-29","DED","MAIDEN ","1","An Incredible Moment","12-1"," 2 ","2","FTL","Heza Fast Dash"
"2021-06-29","DED","MAIDEN ","1","Bos Gone Rogue","15-1"," 6 ","6","FTL","Heza Fast Rogue"
"2021-06-29","DED","TRIALS ","3","Kpbling","10-1"," 4 ","4","FTL","Too Much Bling"
"2021-06-29","DED","TRIALS ","4","A Fast Corona","5-1"," 9 ","9","FTL","A Revenant"
"2021-06-29","DED","TRIALS ","5","Space X","15-1"," 4 ","4","FTL","High Rate of Return"
"2021-06-29","DED","TRIALS ","8","Classie","15-1"," 3 ","3","FTL","Five Bar Cartel"
"2021-06-29","FAN","MAIDEN SPECIAL WEIGHT ","1","Blazen Road","1-1"," 4 ","4","FTL","Ghaaleb"
"2021-06-29","FAN","MAIDEN SPECIAL WEIGHT ","2","Rap a Tap","3-1"," 3 ","3","FTL","Ghaaleb"
"2021-06-29","FL","MAIDEN CLAIMING($5,000) ","4","Hurricane Alpha","12-1","2  ","3","FTL","Alpha"
"2021-06-29","FL","MAIDEN SPECIAL WEIGHT ","6","R Boy Little Eddie","20-1"," 3 ","3","FTL","Violence"
"2021-06-29","FL","MAIDEN SPECIAL WEIGHT ","6","Starship Gotham","10-1","12 ","12","FTL","Normandy Invasion"
"2021-06-29","FMT","MAIDEN SPECIAL WEIGHT ","4","One Fast Cash","4-1"," 1 ","1","FTL","Danza"
