"Track","RaceNumber","HorsesRunning"
"AQU","2","10"
"AQU","3","10"
"AQU","5","9"
"AQU","6","13"
"AQU","7","11"
"AQU","8","12"
"AQU","10","14"
"CT","3","9"
"CT","5","10"
"CT","7","11"
"CT","8","9"
"CT","9","14"
"CT","10","11"
"EVD","2","10"
"EVD","4","10"
"EVD","5","10"
"EVD","7","10"
"EVD","8","10"
"EVD","9","10"
"EVD","10","9"
"FG","2","10"
"FG","3","16"
"FG","5","15"
"FG","7","11"
"FG","8","14"
"FG","9","11"
"FG","10","11"
"FG","11","12"
"FG","12","14"
"GP","1","12"
"GP","3","11"
"GP","4","16"
"GP","6","11"
"GP","8","12"
"GP","9","9"
"GP","10","12"
"GP","11","11"
"HAW","3","11"
"HAW","4","12"
"HAW","5","10"
"HAW","6","9"
"HAW","8","11"
"HAW","9","14"
"LA","2","9"
"LRC","3","12"
"LRC","5","12"
"LRC","6","10"
"LRC","7","12"
"LRC","8","10"
"LRC","9","12"
"LRC","10","11"
"LRL","6","10"
"LRL","7","9"
"LRL","10","13"
"MVR","7","11"
"MVR","8","13"
"RP","2","10"
"RP","5","10"
"RP","9","12"
"TAM","4","9"
"TAM","5","9"
"TAM","7","9"
"TAM","9","11"
"TAM","10","14"
"TP","1","14"
"TP","2","14"
"TP","3","14"
"TP","4","14"
"TP","5","14"
"TP","6","14"
"TP","7","10"
"TP","8","14"
