"Track","RaceNumber","HorsesRunning"
"AP","8","9"
"CT","1","9"
"CT","5","9"
"CT","7","9"
"CT","8","11"
"DED","1","10"
"DED","2","10"
"DED","5","10"
"DED","6","10"
"DED","7","10"
"DED","8","10"
"DED","9","10"
"DED","10","10"
"DEL","3","12"
"DEL","7","12"
"DMR","6","9"
"DMR","7","14"
"DMR","9","11"
"DMR","10","9"
"DMR","11","13"
"ELP","3","9"
"ELP","5","11"
"ELP","7","9"
"ELP","8","10"
"EVD","5","9"
"EVD","8","10"
"EVD","9","11"
"GG","9","9"
"GP","1","10"
"GP","2","9"
"GP","5","9"
"GP","6","9"
"GP","7","12"
"GP","8","11"
"GP","9","10"
"GP","10","11"
"GP","11","11"
"GP","12","9"
"GP","13","11"
"HOU","2","10"
"HOU","3","10"
"HOU","4","10"
"HOU","5","10"
"HOU","6","10"
"HOU","7","10"
"HOU","8","10"
"HOU","9","10"
"HOU","10","10"
"HOU","11","10"
"LA","10","10"
"LAD","4","10"
"LAD","5","9"
"LAD","7","9"
"MTH","1","9"
"MTH","3","10"
"MTH","5","9"
"MTH","7","9"
"MTH","9","9"
"MTH","10","9"
"PIM","5","9"
"PIM","7","12"
"RUI","1","10"
"RUI","5","10"
"RUI","6","10"
"RUI","7","12"
"RUI","8","10"
"RUI","9","12"
"RUI","10","10"
"RUI","11","10"
"RUI","12","10"
"SAR","2","12"
"SAR","4","11"
"SAR","5","9"
"SAR","6","14"
"SAR","7","11"
"SAR","8","9"
"SAR","11","13"
"WYO","1","10"
"WYO","2","10"
"WYO","3","10"
"WYO","4","10"
"WYO","5","10"
"WYO","9","9"
"WYO","10","10"
"WYO","11","10"
