"Date","TrackID","Raceclass","RaceNumber","HorseName","MorningLine","ProgramNumber","PostPos","Medication","SireName"
"2020-07-19","FMT","MAIDEN CLAIMING($15,000) ","1","Dreams Affirmed","20-1"," 4 ","4","FTL","Affirmatif"
"2020-07-19","FMT","MAIDEN CLAIMING($5,000) ","2","Paraiso Legacy","3-1"," 4 ","4","FTL","Royal Legacy"
"2020-07-19","FMT","MAIDEN CLAIMING($15,000) ","5","Gospel Josy Jan","15-1"," 6 ","6","FTL","Gospel Tiz Key"
"2020-07-19","FMT","MAIDEN CLAIMING($15,000) ","5","Sister Shirley","3-1"," 7 ","7","FTL","Euroears"
"2020-07-19","GIL","MAIDEN ","2","Majestic Stay","15-1"," 6 ","6","FTL","Majestic Eye"
"2020-07-19","GIL","MAIDEN ","4","D Golden Fortune","6-1","10 ","10","FTL","The Golden Bowl"
"2020-07-19","LA","MAIDEN ","2","Church of Many","5-2"," 1 ","1","FTL","Many Rivers"
"2020-07-19","LA","MAIDEN ","2","Verry Bossy","8-1"," 4 ","4","FTL","Verrazano"
"2020-07-19","LA","MAIDEN ","2","Flawless Gem","8-1"," 5 ","5","FTL","Gemologist"
"2020-07-19","LA","MAIDEN CLAIMING($5,000) ","4","Katrina Qt","10-1"," 2 ","2","FTL","Spanish Boot"
"2020-07-19","LA","MAIDEN CLAIMING($16,000) ","5","Stellish","15-1"," 2 ","2","FTL","Stel Corona"
"2020-07-19","LA","MAIDEN ","6","Racing N Lace","2-1"," 1 ","1","FTL","Kiddy Up"
"2020-07-19","LA","MAIDEN ","6","My Foose Love","8-1"," 2 ","2","FTL","Foose"
"2020-07-19","LA","MAIDEN ","6","Val Kiria","8-1"," 3 ","3","FTL","Favorite Cartel"
"2020-07-19","LA","MAIDEN ","6","Baby Favorite","4-1"," 4 ","4","FTL","Favorite Cartel"
"2020-07-19","LA","MAIDEN ","6","Tres a Jess","7-2"," 6 ","6","FTL","One Sweet Jess"
"2020-07-19","LS","MAIDEN CLAIMING($12,500) ","4","Zoe's Goldlady","15-1"," 1 ","1","FTL","Gold Ranger"
"2020-07-19","LS","MAIDEN CLAIMING($12,500) ","4","Hollywood Jewel","30-1"," 5 ","5","FTL","Unbridled's Heart"
"2020-07-19","LS","MAIDEN CLAIMING($12,500) ","4","Granny Jewell","5-2","10 ","10","FTL","Chitoz"
"2020-07-19","LS","MAIDEN SPECIAL WEIGHT ","6","Witt's Coco","30-1"," 4 ","4","FTL","Penitent Man"
"2020-07-19","LS","MAIDEN SPECIAL WEIGHT ","6","Roundabout Patrol","9-2","10 ","10","FTL","Intimidator"
"2020-07-19","MNR","MAIDEN SPECIAL WEIGHT ","4","Celebrated Artist","15-1"," 3 ","3","FTL","Shakin It Up"
"2020-07-19","MNR","MAIDEN SPECIAL WEIGHT ","5","Change From Within","5-1"," 5 ","5","FTL","Darrin's Dilemma"
"2020-07-19","MNR","MAIDEN SPECIAL WEIGHT ","5","Harvest Gold","30-1"," 8 ","8","FTL","Overanalyze"
"2020-07-19","MTH","MAIDEN SPECIAL WEIGHT ","5","Morethanaconqueror","12-1"," 1 ","1","FTL","Artie Schiller"
"2020-07-19","RUI","MAIDEN ","1","Downtown Dynasty","12-1"," 7 ","7","FTL","One Famous Eagle"
"2020-07-19","RUI","MAIDEN ","3","Keepin Royal Secrets","8-1"," 1 ","1","FTL","No Secrets Here"
"2020-07-19","RUI","MAIDEN ","3","Benefitz","15-1"," 7 ","7","FTL","Dominyun"
"2020-07-19","RUI","MAIDEN ","3","Df Fabulous Scout","30-1","12 ","12","FTL","One Fabulous Eagle"
"2020-07-19","SAR","MAIDEN SPECIAL WEIGHT ","3","Witch Moon","7-2"," 2 ","2","FTL","Malibu Moon"
"2020-07-19","SAR","MAIDEN SPECIAL WEIGHT ","3","Golden Celine","50-1"," 6 ","6","FTL","Golden Ticket"
