"Track","RaceNumber","HorsesRunning"
"ARP","1","11"
"ARP","4","9"
"ARP","5","10"
"ARP","7","9"
"ARP","8","12"
"BTP","3","11"
"BTP","6","12"
"BTP","8","9"
"CBY","1","9"
"CBY","3","10"
"CBY","5","10"
"CBY","6","12"
"CBY","7","10"
"CBY","8","10"
"CBY","9","11"
"FMT","12","9"
"FP","5","10"
"GRP","3","9"
"GRP","7","10"
"GRP","8","10"
"IND","1","9"
"IND","4","9"
"IND","5","14"
"IND","7","13"
"IND","8","10"
"IND","9","12"
"IND","10","12"
"LS","1","9"
"LS","2","9"
"LS","3","9"
"LS","5","9"
"LS","6","9"
"LS","7","10"
"LS","9","11"
"MNR","1","10"
"MNR","4","9"
"MNR","5","9"
"MNR","9","13"
"PRX","3","11"
"PRX","4","10"
"PRX","5","10"
"PRX","7","9"
"PRX","8","9"
"PRX","11","11"
"TDN","7","11"
