"Track","RaceNumber","HorsesRunning"
"AQU","1","9"
"AQU","4","9"
"AQU","5","14"
"AQU","6","9"
"AQU","7","11"
"AQU","8","11"
"CT","2","9"
"CT","8","12"
"DED","1","9"
"DED","3","9"
"DED","4","12"
"DED","6","10"
"DED","7","12"
"DED","8","10"
"DED","9","12"
"EVD","6","9"
"FG","2","10"
"FG","6","10"
"FG","8","16"
"GG","2","9"
"GG","8","12"
"GP","1","9"
"GP","4","10"
"GP","6","9"
"GP","9","15"
"HAW","2","9"
"HAW","8","9"
"LRC","6","9"
"LRC","8","9"
"LRL","5","15"
"LRL","6","11"
"LRL","7","11"
"LRL","9","11"
"LS","3","10"
"LS","4","10"
"LS","5","12"
"LS","6","12"
"LS","7","10"
"LS","8","12"
"LS","9","10"
"LS","10","12"
"LS","11","10"
"MR","2","12"
"MR","3","10"
"MR","4","11"
"MR","5","16"
"MR","6","14"
"MR","7","13"
"MR","8","16"
"OP","4","9"
"OP","5","13"
"OP","7","10"
"OP","9","12"
"PEN","1","9"
"PEN","3","10"
"PEN","4","9"
"RP","6","13"
"RP","9","12"
"TAM","4","9"
"TAM","5","9"
"TAM","6","13"
"TAM","7","11"
"TAM","8","10"
"TAM","9","12"
"TP","2","10"
"TP","3","14"
"TP","4","9"
"TP","5","14"
"TP","6","11"
"TP","7","14"
"TP","8","11"
"TUP","1","10"
"TUP","8","12"
