"Track","RaceNumber","HorsesRunning"
"CT","2","9"
"CT","4","12"
"CT","5","10"
"CT","6","14"
"CT","8","10"
"DED","1","12"
"DED","2","12"
"DED","3","9"
"DED","4","12"
"DED","5","9"
"DED","6","9"
"DED","7","12"
"DED","8","11"
"DED","9","12"
"GP","1","13"
"GP","5","9"
"GP","7","9"
"GP","8","9"
"GP","9","9"
"GP","10","11"
"MVR","2","9"
"MVR","3","10"
"MVR","5","9"
"MVR","6","14"
"MVR","7","10"
"MVR","8","14"
"PEN","3","12"
"PEN","4","11"
"PEN","5","9"
"PEN","6","10"
"PEN","8","10"
"PEN","9","9"
"PEN","10","11"
"PEN","11","11"
"PRX","3","9"
"PRX","4","9"
"PRX","8","9"
"PRX","9","10"
"PRX","10","14"
"TAM","5","10"
"TAM","6","11"
"TAM","7","13"
"TAM","8","11"
"TAM","9","14"
"TUP","6","10"
"TUP","7","9"
