"Track","RaceNumber","HorsesRunning"
"AP","5","9"
"AP","6","9"
"AP","7","9"
"AP","8","9"
"CT","8","9"
"DBB","1","11"
"DBB","2","10"
"DEL","5","12"
"DEL","7","9"
"DMR","2","9"
"DMR","3","10"
"DMR","6","10"
"DMR","7","10"
"DMR","8","9"
"DMR","10","10"
"DMR","11","14"
"ELP","3","9"
"ELP","6","14"
"ELP","7","9"
"ELP","8","11"
"EVD","5","10"
"EVD","7","9"
"EVD","8","9"
"GP","1","16"
"GP","2","10"
"GP","3","13"
"GP","4","11"
"GP","5","11"
"GP","6","14"
"GP","7","10"
"GP","8","12"
"GP","9","16"
"GP","11","16"
"HOU","1","10"
"HOU","2","10"
"HOU","3","10"
"HOU","4","10"
"HOU","5","10"
"HOU","6","10"
"HOU","7","10"
"HOU","9","10"
"HOU","10","10"
"HOU","11","10"
"LA","6","9"
"MNR","2","12"
"MNR","4","10"
"MNR","5","9"
"MNR","9","12"
"MTH","2","9"
"MTH","5","10"
"MTH","7","9"
"MTH","8","14"
"MTH","9","9"
"MTH","10","16"
"MTH","11","10"
"MTH","12","10"
"MTH","13","9"
"PIM","2","9"
"PIM","5","10"
"PIM","6","10"
"PIM","7","13"
"PRM","10","10"
"RUI","1","10"
"RUI","2","9"
"RUI","3","10"
"RUI","4","9"
"RUI","6","10"
"RUI","10","10"
"RUI","11","9"
"SAR","1","10"
"SAR","4","10"
"SAR","5","10"
"SAR","6","12"
"SAR","9","11"
"SAR","11","9"
"SAR","12","14"
"WYO","1","10"
"WYO","2","10"
"WYO","3","10"
"WYO","4","10"
"WYO","5","10"
"WYO","6","10"
"WYO","9","9"
"WYO","11","10"
